iter	Passed	Remaining
1701	4014	7778
1702	4016	7775
1703	4018	7771
1704	4020	7768
1705	4024	7771
1706	4034	7783
1707	4038	7783
1708	4040	7780
1709	4042	7777
1710	4044	7773
1711	4047	7773
1712	4049	7770
1713	4051	7767
1714	4053	7764
1715	4055	7761
1716	4057	7758
1717	4059	7755
1718	4061	7752
1719	4063	7749
1720	4065	7746
1721	4067	7742
1722	4069	7739
1723	4071	7736
1724	4073	7733
1725	4075	7730
1726	4077	7727
1727	4079	7724
1728	4081	7721
1729	4083	7718
1730	4085	7715
1731	4087	7712
1732	4089	7709
1733	4091	7706
1734	4093	7703
1735	4095	7700
1736	4097	7697
1737	4099	7694
1738	4101	7691
1739	4103	7688
1740	4113	7700
1741	4121	7708
1742	4131	7719
1743	4134	7718
1744	4135	7714
1745	4137	7711
1746	4142	7714
1747	4144	7711
1748	4146	7708
1749	4149	7706
1750	4151	7703
1751	4153	7700
1752	4155	7697
1753	4157	7694
1754	4159	7691
1755	4161	7688
1756	4163	7685
1757	4165	7682
1758	4167	7679
1759	4169	7676
1760	4171	7672
1761	4174	7670
1762	4176	7667
1763	4178	7664
1764	4179	7661
1765	4181	7658
1766	4183	7655
1767	4185	7651
1768	4187	7648
1769	4190	7646
1770	4196	7652
1771	4200	7652
1772	4202	7649
1773	4205	7648
1774	4207	7645
1775	4209	7642
1776	4212	7639
1777	4214	7636
1778	4216	7634
1779	4218	7631
1780	4220	7628
1781	4232	7642
1782	4234	7640
1783	4238	7640
1784	4240	7637
1785	4242	7634
1786	4244	7632
1787	4247	7629
1788	4249	7627
1789	4251	7624
1790	4253	7621
1791	4255	7618
1792	4257	7615
1793	4259	7612
1794	4261	7609
1795	4263	7606
1796	4265	7603
1797	4267	7600
1798	4270	7597
1799	4272	7594
1800	4274	7591
1801	4276	7588
1802	4278	7585
1803	4280	7582
1804	4282	7579
1805	4283	7576
1806	4286	7573
1807	4287	7570
1808	4290	7567
1809	4292	7565
1810	4294	7562
1811	4296	7559
1812	4298	7557
1813	4301	7554
1814	4302	7550
1815	4304	7547
1816	4306	7544
1817	4308	7541
1818	4310	7538
1819	4313	7536
1820	4319	7540
1821	4324	7542
1822	4327	7542
1823	4330	7540
1824	4333	7538
1825	4335	7535
1826	4337	7532
1827	4339	7529
1828	4341	7527
1829	4343	7523
1830	4346	7522
1831	4358	7537
1832	4361	7535
1833	4364	7534
1834	4366	7531
1835	4368	7528
1836	4371	7526
1837	4373	7523
1838	4375	7520
1839	4377	7517
1840	4379	7515
1841	4381	7512
1842	4383	7508
1843	4387	7509
1844	4391	7509
1845	4395	7510
1846	4400	7512
1847	4402	7509
1848	4404	7506
1849	4406	7503
1850	4408	7499
1851	4410	7496
1852	4412	7493
1853	4414	7490
1854	4416	7487
1855	4418	7484
1856	4420	7481
1857	4422	7478
1858	4424	7475
1859	4426	7472
1860	4428	7469
1861	4430	7466
1862	4432	7463
1863	4436	7463
1864	4439	7462
1865	4441	7459
1866	4443	7456
1867	4445	7453
1868	4447	7449
1869	4449	7447
1870	4456	7452
1871	4460	7453
1872	4480	7480
1873	4483	7478
1874	4485	7475
1875	4487	7472
1876	4490	7471
1877	4492	7468
1878	4494	7465
1879	4496	7463
1880	4498	7459
1881	4501	7457
1882	4503	7454
1883	4505	7451
1884	4506	7447
1885	4508	7444
1886	4510	7441
1887	4512	7438
1888	4514	7435
1889	4516	7432
1890	4518	7429
1891	4520	7426
1892	4522	7422
1893	4524	7420
1894	4526	7417
1895	4528	7413
1896	4530	7410
1897	4532	7407
1898	4534	7404
1899	4536	7401
1900	4538	7398
1901	4540	7395
1902	4542	7392
1903	4544	7389
1904	4556	7403
1905	4564	7409
1906	4569	7411
1907	4572	7409
1908	4574	7406
1909	4576	7403
1910	4578	7400
1911	4580	7397
1912	4582	7394
1913	4584	7392
1914	4587	7389
1915	4589	7386
1916	4591	7383
1917	4593	7380
1918	4595	7377
1919	4597	7374
1920	4599	7371
1921	4601	7368
1922	4603	7365
1923	4605	7362
1924	4607	7359
1925	4609	7356
1926	4611	7353
1927	4613	7350
1928	4615	7347
1929	4617	7344
1930	4619	7341
1931	4621	7338
1932	4623	7335
1933	4625	7332
1934	4627	7329
1935	4637	7339
1936	4645	7346
1937	4653	7352
1938	4656	7350
1939	4658	7347
1940	4660	7344
1941	4662	7342
1942	4666	7341
1943	4668	7338
1944	4670	7335
1945	4672	7332
1946	4674	7329
1947	4676	7326
1948	4678	7323
1949	4680	7320
1950	4682	7317
1951	4684	7314
1952	4686	7311
1953	4688	7308
1954	4690	7305
1955	4692	7301
1956	4693	7298
1957	4695	7295
1958	4697	7292
1959	4699	7289
1960	4701	7286
1961	4703	7283
1962	4705	7280
1963	4707	7277
1964	4710	7276
1965	4718	7281
1966	4720	7278
1967	4722	7275
1968	4724	7272
1969	4727	7271
1970	4729	7268
1971	4731	7265
1972	4734	7262
1973	4736	7259
1974	4737	7256
1975	4739	7253
1976	4741	7250
1977	4744	7247
1978	4745	7244
1979	4747	7241
1980	4749	7238
1981	4751	7235
1982	4753	7232
1983	4755	7228
1984	4757	7225
1985	4759	7222
1986	4761	7219
1987	4763	7216
1988	4764	7213
1989	4766	7210
1990	4768	7206
1991	4770	7203
1992	4772	7200
1993	4774	7197
1994	4776	7194
1995	4778	7191
1996	4779	7187
1997	4781	7184
1998	4784	7183
1999	4786	7179
2000	4788	7176
2001	4790	7173
2002	4792	7170
2003	4794	7167
2004	4795	7163
2005	4797	7160
2006	4799	7157
2007	4801	7154
2008	4803	7151
2009	4805	7148
2010	4807	7144
2011	4809	7141
2012	4815	7145
2013	4821	7148
2014	4824	7146
2015	4828	7146
2016	4830	7143
2017	4832	7140
2018	4834	7137
2019	4838	7137
2020	4840	7134
2021	4842	7131
2022	4844	7128
2023	4846	7125
2024	4848	7122
2025	4850	7119
2026	4852	7116
2027	4854	7113
2028	4856	7110
2029	4857	7107
2030	4860	7104
2031	4861	7101
2032	4863	7098
2033	4865	7095
2034	4868	7092
2035	4871	7092
2036	4875	7091
2037	4880	7092
2038	4885	7095
2039	4891	7097
2040	4896	7098
2041	4917	7123
2042	4924	7127
2043	4927	7126
2044	4930	7124
2045	4934	7124
2046	4938	7123
2047	4940	7121
2048	4942	7118
2049	4944	7115
2050	4946	7112
2051	4948	7109
2052	4950	7106
2053	4952	7103
2054	4954	7099
2055	4956	7097
2056	4959	7096
2057	4961	7093
2058	4964	7091
2059	4966	7088
2060	4968	7085
2061	4970	7082
2062	4972	7079
2063	4976	7078
2064	4978	7076
2065	4980	7073
2066	4982	7070
2067	4984	7067
2068	4986	7063
2069	4988	7060
2070	4990	7057
2071	4992	7054
2072	4994	7051
2073	4996	7048
2074	4998	7045
2075	4999	7042
2076	5001	7039
2077	5005	7038
2078	5007	7034
2079	5008	7031
2080	5011	7029
2081	5013	7026
2082	5016	7024
2083	5020	7024
2084	5029	7031
2085	5033	7030
2086	5040	7034
2087	5046	7037
2088	5049	7036
2089	5052	7034
2090	5055	7032
2091	5057	7030
2092	5177	7190
2093	5180	7188
2094	5183	7187
2095	5189	7190
2096	5196	7193
2097	5202	7196
2098	5205	7195
2099	5210	7195
2100	5213	7193
2101	5226	7206
2102	5230	7204
2103	5234	7205
2104	5238	7204
2105	5242	7204
2106	5246	7203
2107	5250	7202
2108	5253	7201
2109	5260	7204
2110	5263	7203
2111	5280	7220
2112	5334	7288
2113	5343	7295
2114	5352	7300
2115	5369	7318
2116	5378	7325
2117	5381	7322
2118	5385	7321
2119	5391	7324
2120	5395	7323
2121	5399	7322
2122	5410	7331
2123	5422	7341
2124	5424	7338
2125	5426	7335
2126	5428	7332
2127	5432	7331
2128	5434	7328
2129	5436	7325
2130	5438	7321
2131	5440	7318
2132	5442	7315
2133	5444	7312
2134	5446	7308
2135	5448	7305
2136	5452	7304
2137	5454	7301
2138	5456	7297
2139	5458	7295
2140	5461	7293
2141	5464	7290
2142	5466	7287
2143	5469	7285
2144	5471	7282
2145	5473	7279
2146	5477	7278
2147	5480	7277
2148	5484	7275
2149	5487	7273
2150	5489	7270
2151	5492	7269
2152	5495	7266
2153	5498	7264
2154	5500	7261
2155	5502	7258
2156	5504	7255
2157	5506	7252
2158	5508	7248
2159	5510	7245
2160	5512	7242
2161	5515	7239
2162	5518	7237
2163	5520	7234
2164	5522	7231
2165	5524	7228
2166	5526	7224
2167	5529	7222
2168	5531	7219
2169	5533	7216
2170	5535	7213
2171	5537	7210
2172	5539	7206
2173	5541	7203
2174	5544	7201
2175	5547	7199
2176	5549	7196
2177	5551	7193
2178	5553	7189
2179	5555	7186
2180	5557	7183
2181	5560	7181
2182	5562	7178
2183	5564	7174
2184	5568	7173
2185	5570	7170
2186	5572	7167
2187	5574	7164
2188	5576	7161
2189	5578	7157
2190	5580	7154
2191	5582	7151
2192	5585	7149
2193	5593	7153
2194	5609	7168
2195	5642	7204
2196	5645	7203
2197	5648	7201
2198	5651	7199
2199	5655	7197
2200	5663	7201
2201	5696	7238
2202	5719	7261
2203	5734	7274
2204	5740	7275
2205	5743	7274
2206	5748	7274
2207	5752	7273
2208	5759	7276
2209	5764	7277
2210	5772	7281
2211	5775	7279
2212	5785	7285
2213	5790	7286
2214	5795	7286
2215	5799	7286
2216	5802	7284
2217	5808	7285
2218	5843	7323
2219	5849	7324
2220	5854	7325
2221	5857	7323
2222	5862	7323
2223	5866	7322
2224	5873	7325
2225	5878	7325
2226	5894	7339
2227	5927	7374
2228	6111	7597
2229	6124	7608
2230	6127	7605
2231	6130	7603
2232	6139	7608
2233	6143	7607
2234	6146	7604
2235	6160	7614
2236	6162	7611
2237	6175	7621
2238	6178	7619
2239	6190	7627
2240	6231	7671
2241	6326	7782
2242	6339	7791
2243	6403	7864
2244	6448	7912
2245	6456	7916
2246	6460	7915
2247	6469	7919
2248	6472	7917
2249	6477	7916
2250	6485	7920
2251	6490	7920
2252	6494	7919
2253	6538	7966
2254	6552	7976
2255	6590	8016
2256	6611	8034
2257	6637	8060
2258	6641	8058
2259	6651	8064
2260	6659	8066
2261	6691	8099
2262	6700	8103
2263	6703	8101
2264	6712	8104
2265	6734	8124
2266	6739	8124
2267	6758	8141
2268	6770	8149
2269	6780	8154
2270	6802	8174
2271	6817	8185
2272	6820	8182
2273	6833	8192
2274	6844	8198
2275	6852	8201
2276	6865	8210
2277	6870	8209
2278	6880	8214
2279	6889	8218
2280	6900	8225
2281	6913	8234
2282	6920	8235
2283	6936	8248
2284	6943	8250
2285	6950	8251
2286	6952	8247
2287	6955	8244
2288	6980	8267
2289	6984	8265
2290	6986	8260
2291	6988	8256
2292	6991	8254
2293	6994	8250
2294	6996	8246
2295	6998	8242
2296	7000	8238
2297	7002	8234
2298	7004	8229
2299	7008	8227
2300	7010	8222
2301	7012	8218
2302	7014	8215
2303	7016	8210
2304	7019	8206
2305	7022	8204
2306	7024	8199
2307	7026	8195
2308	7028	8191
2309	7031	8187
2310	7033	8183
2311	7035	8179
2312	7038	8176
2313	7040	8172
2314	7042	8168
2315	7045	8165
2316	7047	8161
2317	7052	8159
2318	7055	8156
2319	7057	8152
2320	7059	8148
2321	7061	8144
2322	7063	8140
2323	7066	8137
2324	7069	8133
2325	7071	8129
2326	7074	8126
2327	7076	8121
2328	7078	8117
2329	7081	8114
2330	7087	8115
2331	7090	8111
2332	7092	8107
2333	7093	8103
2334	7096	8099
2335	7098	8095
2336	7101	8091
2337	7103	8088
2338	7105	8084
2339	7107	8079
2340	7110	8076
2341	7112	8072
2342	7115	8069
2343	7118	8066
2344	7120	8062
2345	7122	8057
2346	7125	8054
2347	7127	8050
2348	7129	8046
2349	7131	8042
2350	7134	8038
2351	7136	8034
2352	7138	8030
2353	7141	8027
2354	7143	8023
2355	7146	8020
2356	7149	8016
2357	7151	8012
2358	7153	8008
2359	7155	8004
2360	7157	8000
2361	7159	7996
2362	7162	7992
2363	7164	7989
2364	7167	7986
2365	7170	7982
2366	7172	7978
2367	7174	7974
2368	7177	7971
2369	7180	7967
2370	7182	7963
2371	7185	7960
2372	7187	7956
2373	7188	7952
2374	7191	7948
2375	7193	7944
2376	7196	7941
2377	7198	7937
2378	7200	7933
2379	7202	7929
2380	7205	7925
2381	7207	7921
2382	7210	7918
2383	7212	7914
2384	7215	7910
2385	7217	7906
2386	7219	7902
2387	7222	7899
2388	7224	7895
2389	7226	7891
2390	7229	7888
2391	7231	7884
2392	7233	7880
2393	7235	7876
2394	7237	7872
2395	7239	7868
2396	7243	7866
2397	7245	7861
2398	7247	7857
2399	7250	7854
2400	7252	7850
2401	7254	7846
2402	7256	7842
2403	7260	7840
2404	7262	7836
2405	7265	7832
2406	7267	7828
2407	7269	7824
2408	7271	7820
2409	7274	7817
2410	7276	7813
2411	7278	7809
2412	7280	7806
2413	7282	7801
2414	7284	7797
2415	7287	7794
2416	7290	7791
2417	7292	7786
2418	7294	7783
2419	7296	7779
2420	7298	7775
2421	7300	7771
2422	7304	7768
2423	7306	7764
2424	7308	7760
2425	7311	7757
2426	7313	7753
2427	7315	7748
2428	7317	7745
2429	7320	7741
2430	7322	7737
2431	7324	7734
2432	7326	7730
2433	7328	7726
2434	7331	7723
2435	7334	7719
2436	7336	7716
2437	7339	7713
2438	7341	7708
2439	7343	7704
2440	7346	7701
2441	7348	7697
2442	7350	7693
2443	7360	7697
2444	7362	7694
2445	7364	7690
2446	7367	7687
2447	7369	7682
2448	7371	7679
2449	7374	7675
2450	7376	7671
2451	7378	7667
2452	7380	7663
2453	7385	7662
2454	7387	7658
2455	7389	7654
2456	7392	7650
2457	7394	7646
2458	7396	7642
2459	7401	7642
2460	7403	7638
2461	7405	7634
2462	7407	7630
2463	7409	7626
2464	7411	7622
2465	7413	7618
2466	7416	7614
2467	7419	7611
2468	7421	7607
2469	7423	7604
2470	7426	7600
2471	7428	7596
2472	7430	7592
2473	7432	7588
2474	7435	7585
2475	7437	7581
2476	7439	7577
2477	7442	7574
2478	7444	7570
2479	7446	7566
2480	7448	7562
2481	7450	7558
2482	7452	7554
2483	7454	7550
2484	7456	7546
2485	7458	7542
2486	7460	7538
2487	7462	7534
2488	7464	7530
2489	7466	7526
2490	7468	7522
2491	7470	7518
2492	7474	7515
2493	7475	7511
2494	7478	7508
2495	7481	7505
2496	7483	7501
2497	7485	7497
2498	7489	7495
2499	7492	7492
2500	7494	7488
2501	7496	7484
2502	7498	7480
2503	7501	7477
2504	7503	7473
2505	7505	7469
2506	7507	7465
2507	7510	7462
2508	7512	7458
2509	7515	7455
2510	7517	7451
2511	7519	7447
2512	7521	7444
2513	7524	7440
2514	7526	7436
2515	7529	7433
2516	7531	7429
2517	7533	7425
2518	7535	7421
2519	7538	7418
2520	7540	7415
2521	7542	7410
2522	7545	7407
2523	7547	7404
2524	7549	7400
2525	7552	7396
2526	7554	7392
2527	7556	7389
2528	7559	7385
2529	7561	7382
2530	7563	7378
2531	7565	7374
2532	7568	7370
2533	7570	7367
2534	7572	7363
2535	7575	7360
2536	7577	7356
2537	7579	7352
2538	7581	7348
2539	7583	7344
2540	7585	7341
2541	7588	7337
2542	7590	7334
2543	7592	7330
2544	7594	7326
2545	7597	7323
2546	7599	7319
2547	7603	7316
2548	7605	7312
2549	7607	7308
2550	7609	7305
2551	7611	7301
2552	7613	7297
2553	7615	7293
2554	7618	7290
2555	7620	7286
2556	7622	7282
2557	7624	7278
2558	7627	7275
2559	7629	7271
2560	7631	7267
2561	7634	7265
2562	7636	7261
2563	7638	7257
2564	7641	7254
2565	7643	7250
2566	7645	7246
2567	7647	7242
2568	7650	7239
2569	7652	7235
2570	7654	7232
2571	7657	7228
2572	7659	7224
2573	7661	7221
2574	7663	7217
2575	7666	7213
2576	7668	7209
2577	7670	7205
2578	7672	7202
2579	7674	7198
2580	7676	7194
2581	7679	7191
2582	7682	7188
2583	7684	7184
2584	7686	7180
2585	7688	7176
2586	7690	7173
2587	7692	7169
2588	7694	7165
2589	7697	7162
2590	7700	7159
2591	7702	7155
2592	7704	7151
2593	7706	7147
2594	7708	7143
2595	7710	7139
2596	7712	7136
2597	7715	7133
2598	7717	7129
2599	7719	7125
2600	7721	7121
2601	7723	7118
2602	7725	7114
2603	7727	7110
2604	7730	7106
2605	7732	7103
2606	7734	7099
2607	7736	7095
2608	7737	7091
2609	7740	7087
2610	7742	7083
2611	7744	7079
2612	7746	7076
2613	7748	7072
2614	7750	7068
2615	7752	7064
2616	7754	7060
2617	7756	7056
2618	7758	7053
2619	7761	7050
2620	7763	7046
2621	7765	7042
2622	7767	7038
2623	7769	7034
2624	7771	7031
2625	7773	7027
2626	7776	7024
2627	7778	7020
2628	7780	7016
2629	7783	7013
2630	7785	7009
2631	7787	7006
2632	7789	7002
2633	7792	6999
2634	7794	6995
2635	7796	6992
2636	7798	6988
2637	7800	6984
2638	7803	6981
2639	7806	6978
2640	7808	6974
2641	7811	6971
2642	7813	6967
2643	7815	6963
2644	7817	6960
2645	7819	6956
2646	7822	6953
2647	7824	6950
2648	7827	6946
2649	7828	6942
2650	7830	6938
2651	7834	6936
2652	7836	6932
2653	7838	6928
2654	7841	6925
2655	7843	6922
2656	7845	6918
2657	7848	6915
2658	7850	6911
2659	7852	6907
2660	7854	6904
2661	7857	6900
2662	7859	6897
2663	7861	6893
2664	7864	6890
2665	7866	6886
2666	7868	6882
2667	7871	6880
2668	7873	6876
2669	7875	6872
2670	7878	6869
2671	7880	6865
2672	7882	6862
2673	7885	6859
2674	7887	6855
2675	7889	6851
2676	7892	6848
2677	7894	6844
2678	7896	6840
2679	7898	6837
2680	7901	6834
2681	7903	6830
2682	7906	6827
2683	7908	6823
2684	7910	6820
2685	7912	6816
2686	7915	6813
2687	7917	6809
2688	7919	6806
2689	7921	6802
2690	7923	6798
2691	7925	6794
2692	7927	6790
2693	7929	6787
2694	7932	6784
2695	7934	6780
2696	7936	6776
2697	7938	6773
2698	7940	6769
2699	7942	6765
2700	7945	6762
2701	7947	6758
2702	7949	6755
2703	7951	6751
2704	7953	6747
2705	7955	6744
2706	7957	6740
2707	7960	6737
2708	7962	6733
2709	7964	6730
2710	7966	6726
2711	7968	6722
2712	7970	6718
2713	7973	6715
2714	7975	6712
2715	7977	6708
2716	7979	6705
2717	7981	6701
2718	7983	6697
2719	7985	6693
2720	7987	6689
2721	7989	6686
2722	7992	6683
2723	7994	6679
2724	7996	6676
2725	7998	6672
2726	8000	6668
2727	8002	6665
2728	8004	6661
2729	8006	6657
2730	8008	6653
2731	8010	6650
2732	8012	6646
2733	8014	6642
2734	8016	6639
2735	8018	6635
2736	8020	6631
2737	8022	6628
2738	8024	6624
2739	8026	6620
2740	8028	6616
2741	8030	6613
2742	8032	6609
2743	8034	6605
2744	8036	6601
2745	8038	6598
2746	8041	6595
2747	8043	6591
2748	8045	6588
2749	8047	6584
2750	8049	6580
2751	8051	6576
2752	8053	6573
2753	8055	6569
2754	8057	6565
2755	8059	6562
2756	8061	6558
2757	8063	6554
2758	8065	6551
2759	8067	6547
2760	8070	6544
2761	8072	6540
2762	8074	6537
2763	8076	6533
2764	8078	6529
2765	8080	6526
2766	8082	6522
2767	8084	6518
2768	8086	6515
2769	8088	6511
2770	8090	6507
2771	8092	6504
2772	8094	6500
2773	8096	6496
2774	8098	6493
2775	8100	6489
2776	8102	6485
2777	8104	6482
2778	8106	6478
2779	8108	6475
2780	8110	6471
2781	8112	6467
2782	8115	6464
2783	8117	6461
2784	8119	6457
2785	8121	6453
2786	8123	6450
2787	8125	6446
2788	8127	6443
2789	8130	6440
2790	8132	6436
2791	8134	6432
2792	8137	6430
2793	8139	6426
2794	8141	6422
2795	8144	6419
2796	8146	6416
2797	8148	6412
2798	8151	6409
2799	8153	6406
2800	8155	6402
2801	8158	6399
2802	8160	6396
2803	8162	6392
2804	8165	6389
2805	8167	6386
2806	8169	6382
2807	8171	6378
2808	8173	6375
2809	8175	6371
2810	8177	6368
2811	8179	6364
2812	8181	6360
2813	8183	6357
2814	8185	6353
2815	8187	6349
2816	8189	6346
2817	8191	6342
2818	8193	6338
2819	8195	6335
2820	8197	6331
2821	8199	6328
2822	8201	6324
2823	8203	6320
2824	8205	6317
2825	8207	6313
2826	8209	6310
2827	8211	6306
2828	8213	6302
2829	8215	6299
2830	8217	6295
2831	8219	6291
2832	8220	6288
2833	8222	6284
2834	8224	6281
2835	8226	6277
2836	8228	6273
2837	8230	6270
2838	8233	6267
2839	8235	6263
2840	8237	6260
2841	8239	6256
2842	8241	6252
2843	8243	6249
2844	8245	6245
2845	8247	6242
2846	8249	6238
2847	8251	6234
2848	8254	6232
2849	8256	6228
2850	8258	6224
2851	8260	6221
2852	8262	6217
2853	8264	6214
2854	8266	6210
2855	8267	6206
2856	8269	6203
2857	8271	6199
2858	8273	6195
2859	8275	6192
2860	8277	6188
2861	8279	6185
2862	8281	6181
2863	8283	6178
2864	8285	6174
2865	8287	6170
2866	8289	6167
2867	8291	6163
2868	8293	6159
2869	8295	6156
2870	8297	6152
2871	8299	6149
2872	8301	6145
2873	8302	6141
2874	8304	6138
2875	8308	6135
2876	8311	6132
2877	8312	6129
2878	8314	6125
2879	8316	6121
2880	8318	6118
2881	8320	6114
2882	8322	6110
2883	8324	6107
2884	8326	6103
2885	8328	6100
2886	8329	6096
2887	8331	6093
2888	8333	6089
2889	8335	6086
2890	8337	6082
2891	8339	6078
2892	8341	6075
2893	8343	6071
2894	8345	6068
2895	8347	6064
2896	8349	6060
2897	8351	6057
2898	8353	6054
2899	8356	6050
2900	8357	6047
2901	8359	6043
2902	8361	6040
2903	8363	6036
2904	8365	6032
2905	8367	6029
2906	8369	6025
2907	8371	6022
2908	8373	6018
2909	8374	6014
2910	8376	6011
2911	8378	6007
2912	8380	6004
2913	8382	6000
2914	8384	5997
2915	8387	5994
2916	8389	5990
2917	8390	5986
2918	8392	5983
2919	8394	5979
2920	8396	5976
2921	8398	5972
2922	8401	5970
2923	8403	5966
2924	8406	5963
2925	8407	5959
2926	8409	5956
2927	8411	5952
2928	8413	5948
2929	8415	5945
2930	8417	5941
2931	8419	5938
2932	8421	5934
2933	8423	5931
2934	8424	5927
2935	8426	5924
2936	8428	5920
2937	8430	5916
2938	8432	5913
2939	8434	5909
2940	8436	5906
2941	8438	5902
2942	8440	5899
2943	8441	5895
2944	8443	5892
2945	8445	5888
2946	8447	5884
2947	8449	5881
2948	8451	5877
2949	8453	5874
2950	8455	5870
2951	8457	5867
2952	8459	5863
2953	8460	5860
2954	8462	5856
2955	8464	5853
2956	8466	5849
2957	8468	5846
2958	8470	5842
2959	8472	5838
2960	8474	5835
2961	8475	5831
2962	8477	5828
2963	8479	5824
2964	8481	5821
2965	8483	5817
2966	8485	5814
2967	8487	5810
2968	8489	5807
2969	8490	5803
2970	8492	5800
2971	8494	5796
2972	8496	5793
2973	8498	5789
2974	8500	5785
2975	8502	5782
2976	8504	5778
2977	8506	5775
2978	8508	5771
2979	8509	5768
2980	8511	5764
2981	8513	5761
2982	8515	5757
2983	8517	5754
2984	8519	5750
2985	8521	5747
2986	8523	5743
2987	8525	5740
2988	8526	5736
2989	8528	5733
2990	8530	5729
2991	8532	5726
2992	8534	5722
2993	8536	5719
2994	8538	5715
2995	8539	5712
2996	8541	5708
2997	8543	5705
2998	8545	5701
2999	8547	5698
3000	8549	5694
3001	8551	5691
3002	8553	5687
3003	8555	5684
3004	8556	5680
3005	8558	5677
3006	8560	5673
3007	8562	5670
3008	8564	5666
3009	8566	5663
3010	8568	5660
3011	8570	5656
3012	8572	5653
3013	8573	5649
3014	8575	5646
3015	8577	5642
3016	8579	5639
3017	8581	5635
3018	8583	5632
3019	8585	5628
3020	8587	5625
3021	8589	5622
3022	8591	5618
3023	8593	5615
3024	8595	5611
3025	8596	5608
3026	8598	5604
3027	8600	5601
3028	8602	5597
3029	8604	5594
3030	8606	5590
3031	8608	5587
3032	8609	5583
3033	8611	5580
3034	8613	5576
3035	8615	5573
3036	8617	5569
3037	8619	5566
3038	8621	5563
3039	8623	5559
3040	8625	5556
3041	8627	5552
3042	8628	5549
3043	8630	5546
3044	8632	5542
3045	8634	5539
3046	8636	5535
3047	8638	5532
3048	8640	5528
3049	8642	5525
3050	8644	5521
3051	8645	5518
3052	8647	5514
3053	8649	5511
3054	8651	5508
3055	8653	5504
3056	8655	5501
3057	8657	5497
3058	8659	5494
3059	8660	5490
3060	8662	5487
3061	8664	5484
3062	8666	5480
3063	8668	5477
3064	8670	5473
3065	8672	5470
3066	8673	5466
3067	8675	5463
3068	8677	5460
3069	8679	5456
3070	8681	5453
3071	8683	5449
3072	8685	5446
3073	8687	5443
3074	8689	5439
3075	8691	5436
3076	8693	5432
3077	8694	5429
3078	8696	5425
3079	8698	5422
3080	8700	5419
3081	8702	5415
3082	8704	5412
3083	8706	5408
3084	8708	5405
3085	8709	5402
3086	8711	5398
3087	8713	5395
3088	8715	5391
3089	8717	5388
3090	8719	5385
3091	8721	5381
3092	8723	5378
3093	8725	5374
3094	8726	5371
3095	8728	5368
3096	8730	5364
3097	8732	5361
3098	8734	5357
3099	8736	5354
3100	8737	5350
3101	8739	5347
3102	8742	5344
3103	8744	5341
3104	8746	5337
3105	8748	5334
3106	8750	5331
3107	8751	5327
3108	8753	5324
3109	8755	5320
3110	8757	5317
3111	8759	5314
3112	8761	5310
3113	8763	5307
3114	8765	5304
3115	8766	5300
3116	8768	5297
3117	8770	5293
3118	8773	5291
3119	8775	5287
3120	8777	5284
3121	8779	5281
3122	8781	5277
3123	8783	5274
3124	8785	5271
3125	8786	5267
3126	8788	5264
3127	8790	5260
3128	8792	5257
3129	8794	5254
3130	8796	5250
3131	8798	5247
3132	8802	5245
3133	8805	5242
3134	8807	5239
3135	8809	5236
3136	8811	5232
3137	8813	5229
3138	8814	5226
3139	8816	5222
3140	8818	5219
3141	8820	5216
3142	8822	5212
3143	8824	5209
3144	8826	5206
3145	8828	5202
3146	8830	5199
3147	8832	5195
3148	8833	5192
3149	8835	5189
3150	8837	5186
3151	8839	5182
3152	8841	5179
3153	8843	5175
3154	8845	5172
3155	8847	5169
3156	8849	5166
3157	8851	5162
3158	8853	5159
3159	8855	5156
3160	8856	5152
3161	8858	5149
3162	8860	5146
3163	8862	5142
3164	8864	5139
3165	8866	5136
3166	8868	5132
3167	8870	5129
3168	8872	5126
3169	8874	5122
3170	8875	5119
3171	8877	5116
3172	8879	5112
3173	8881	5109
3174	8883	5106
3175	8885	5102
3176	8887	5099
3177	8889	5096
3178	8891	5092
3179	8892	5089
3180	8894	5086
3181	8896	5083
3182	8898	5079
3183	8900	5076
3184	8902	5073
3185	8904	5069
3186	8906	5066
3187	8908	5063
3188	8911	5060
3189	8913	5057
3190	8915	5053
3191	8916	5050
3192	8918	5047
3193	8921	5044
3194	8923	5041
3195	8925	5038
3196	8927	5034
3197	8929	5031
3198	8931	5028
3199	8933	5025
3200	8935	5021
3201	8938	5019
3202	8940	5015
3203	8942	5012
3204	8944	5009
3205	8946	5006
3206	8948	5003
3207	8950	4999
3208	8952	4996
3209	8954	4993
3210	8956	4989
3211	8958	4986
3212	8959	4983
3213	8961	4980
3214	8963	4976
3215	8965	4973
3216	8967	4970
3217	8969	4966
3218	8971	4963
3219	8973	4960
3220	8974	4956
3221	8976	4953
3222	8978	4950
3223	8980	4947
3224	8982	4943
3225	8984	4940
3226	8986	4937
3227	8988	4934
3228	8990	4930
3229	8992	4927
3230	8993	4924
3231	8995	4921
3232	8997	4917
3233	8999	4914
3234	9001	4911
3235	9003	4907
3236	9005	4904
3237	9007	4901
3238	9009	4898
3239	9011	4894
3240	9013	4891
3241	9014	4888
3242	9016	4885
3243	9018	4881
3244	9020	4878
3245	9022	4875
3246	9024	4872
3247	9026	4868
3248	9028	4865
3249	9030	4862
3250	9031	4859
3251	9033	4855
3252	9035	4852
3253	9037	4849
3254	9039	4845
