iter	Passed	Remaining
483	1317	12297
484	1320	12288
485	1321	12278
486	1323	12268
487	1325	12258
488	1329	12260
489	1331	12251
490	1333	12242
491	1335	12232
492	1337	12224
493	1339	12215
494	1341	12206
495	1343	12197
496	1345	12188
497	1347	12178
498	1349	12169
499	1351	12159
500	1353	12150
501	1354	12140
502	1356	12131
503	1358	12122
504	1360	12112
505	1362	12103
506	1364	12094
507	1366	12085
508	1368	12075
509	1370	12066
510	1372	12057
511	1374	12050
512	1376	12042
513	1378	12033
514	1380	12023
515	1382	12015
516	1384	12006
517	1386	11998
518	1388	11989
519	1390	11980
520	1392	11972
521	1394	11963
522	1396	11955
523	1398	11946
524	1400	11937
525	1402	11928
526	1404	11920
527	1406	11911
528	1408	11903
529	1410	11894
530	1412	11885
531	1414	11876
532	1416	11868
533	1418	11860
534	1420	11853
535	1422	11844
536	1424	11835
537	1425	11826
538	1427	11817
539	1429	11809
540	1431	11800
541	1433	11792
542	1435	11782
543	1437	11774
544	1439	11766
545	1441	11757
546	1443	11748
547	1445	11739
548	1447	11732
549	1448	11723
550	1450	11714
551	1452	11706
552	1454	11697
553	1456	11689
554	1458	11680
555	1460	11672
556	1462	11663
557	1464	11654
558	1465	11645
559	1467	11637
560	1469	11629
561	1471	11620
562	1473	11612
563	1475	11604
564	1477	11595
565	1479	11587
566	1481	11579
567	1483	11571
568	1484	11563
569	1486	11555
570	1488	11546
571	1490	11538
572	1492	11530
573	1494	11523
574	1496	11516
575	1498	11509
576	1500	11501
577	1502	11492
578	1504	11484
579	1506	11476
580	1507	11469
581	1509	11461
582	1511	11453
583	1513	11445
584	1515	11436
585	1517	11429
586	1519	11421
587	1521	11413
588	1523	11405
589	1524	11398
590	1526	11390
591	1528	11383
592	1530	11375
593	1532	11367
594	1534	11360
595	1536	11352
596	1538	11344
597	1540	11336
598	1541	11329
599	1543	11321
600	1545	11314
601	1547	11306
602	1549	11298
603	1551	11290
604	1553	11283
605	1555	11275
606	1556	11268
607	1558	11260
608	1560	11253
609	1562	11246
610	1564	11238
611	1566	11230
612	1568	11223
613	1570	11215
614	1571	11208
615	1573	11201
616	1575	11194
617	1577	11187
618	1579	11180
619	1581	11173
620	1583	11166
621	1585	11158
622	1587	11151
623	1589	11145
624	1591	11138
625	1593	11131
626	1595	11124
627	1596	11117
628	1598	11110
629	1600	11102
630	1602	11095
631	1604	11088
632	1606	11081
633	1608	11074
634	1610	11067
635	1611	11060
636	1613	11053
637	1615	11046
638	1617	11039
639	1619	11032
640	1621	11025
641	1623	11019
642	1625	11012
643	1627	11005
644	1629	10999
645	1630	10991
646	1632	10984
647	1636	10987
648	1638	10985
649	1640	10979
650	1642	10971
651	1644	10965
652	1646	10958
653	1648	10951
654	1649	10945
655	1651	10938
656	1653	10931
657	1655	10925
658	1657	10918
659	1659	10911
660	1661	10905
661	1663	10899
662	1665	10893
663	1667	10887
664	1669	10881
665	1671	10874
666	1673	10869
667	1675	10863
668	1677	10856
669	1678	10850
670	1680	10844
671	1683	10839
672	1684	10833
673	1686	10827
674	1688	10821
675	1690	10815
676	1692	10809
677	1694	10803
678	1696	10797
679	1698	10791
680	1700	10785
681	1702	10779
682	1704	10773
683	1706	10767
684	1708	10761
685	1710	10755
686	1712	10749
687	1714	10743
688	1716	10737
689	1718	10732
690	1720	10726
691	1722	10720
692	1723	10714
693	1725	10708
694	1727	10702
695	1729	10696
696	1731	10690
697	1733	10685
698	1735	10679
699	1737	10673
700	1739	10667
701	1741	10662
702	1743	10656
703	1745	10650
704	1747	10644
705	1749	10638
706	1751	10633
707	1753	10627
708	1754	10621
709	1756	10615
710	1758	10610
711	1760	10604
712	1762	10599
713	1764	10593
714	1766	10588
715	1768	10583
716	1770	10578
717	1772	10572
718	1774	10567
719	1776	10562
720	1780	10568
721	1782	10563
722	1784	10557
723	1786	10553
724	1788	10548
725	1790	10542
726	1792	10536
727	1794	10530
728	1797	10529
729	1799	10525
730	1801	10520
731	1803	10514
732	1805	10508
733	1807	10503
734	1809	10497
735	1811	10492
736	1812	10486
737	1814	10480
738	1816	10475
739	1818	10469
740	1820	10463
741	1822	10457
742	1824	10451
743	1826	10445
744	1827	10440
745	1829	10434
746	1831	10428
747	1833	10422
748	1835	10416
749	1837	10410
750	1839	10404
751	1840	10399
752	1842	10393
753	1844	10387
754	1846	10381
755	1848	10376
756	1850	10371
757	1852	10365
758	1854	10360
759	1856	10354
760	1857	10348
761	1859	10343
762	1861	10337
763	1863	10331
764	1865	10326
765	1867	10320
766	1868	10314
767	1870	10309
768	1872	10303
769	1874	10297
770	1876	10292
771	1878	10286
772	1880	10281
773	1882	10275
774	1883	10270
775	1885	10265
776	1887	10260
777	1889	10254
778	1891	10249
779	1893	10243
780	1895	10238
781	1897	10232
782	1898	10227
783	1900	10221
784	1902	10216
785	1904	10210
786	1906	10205
787	1908	10200
788	1910	10194
789	1912	10189
790	1913	10183
791	1915	10178
792	1917	10174
793	1919	10169
794	1921	10163
795	1923	10158
796	1925	10152
797	1927	10151
798	1929	10146
799	1931	10140
800	1933	10135
801	1935	10130
802	1937	10124
803	1939	10119
804	1940	10114
805	1942	10109
806	1944	10104
807	1946	10099
808	1948	10093
809	1950	10088
810	1952	10083
811	1954	10078
812	1955	10072
813	1957	10067
814	1959	10062
815	1961	10056
816	1963	10051
817	1965	10046
818	1966	10041
819	1968	10036
820	1970	10030
821	1972	10025
822	1974	10020
823	1976	10015
824	1978	10010
825	1979	10005
826	1981	10000
827	1983	9995
828	1985	9990
829	1987	9985
830	1989	9981
831	1994	9993
832	2001	10012
833	2003	10007
834	2005	10002
835	2007	9998
836	2009	9994
837	2011	9989
838	2013	9984
839	2015	9979
840	2017	9979
841	2019	9974
842	2021	9969
843	2024	9971
844	2026	9966
845	2028	9961
846	2030	9956
847	2032	9951
848	2034	9947
849	2036	9942
850	2038	9937
851	2040	9932
852	2041	9927
853	2043	9922
854	2045	9917
855	2047	9912
856	2049	9908
857	2051	9902
858	2053	9897
859	2055	9893
860	2057	9888
861	2058	9883
862	2060	9878
863	2062	9873
864	2064	9869
865	2066	9864
866	2068	9859
867	2070	9854
868	2072	9849
869	2073	9844
870	2076	9845
871	2082	9858
872	2086	9865
873	2090	9870
874	2093	9868
875	2096	9868
876	2098	9863
877	2100	9861
878	2102	9856
879	2104	9852
880	2106	9847
881	2108	9843
882	2110	9838
883	2112	9834
884	2113	9829
885	2116	9825
886	2117	9820
887	2119	9816
888	2121	9811
889	2123	9806
890	2125	9801
891	2127	9797
892	2129	9792
893	2131	9787
894	2132	9782
895	2134	9777
896	2136	9773
897	2138	9769
898	2141	9770
899	2147	9781
900	2150	9781
901	2153	9782
902	2156	9782
903	2158	9782
904	2161	9781
905	2164	9781
906	2168	9784
907	2170	9783
908	2173	9783
909	2176	9782
910	2181	9790
911	2184	9789
912	2185	9784
913	2187	9780
914	2189	9775
915	2191	9771
916	2193	9766
917	2195	9761
918	2197	9756
919	2199	9752
920	2200	9747
921	2202	9742
922	2204	9737
923	2206	9733
924	2208	9728
925	2210	9724
926	2212	9719
927	2214	9715
928	2216	9711
929	2217	9706
930	2219	9701
931	2221	9697
932	2223	9692
933	2225	9687
934	2227	9683
935	2230	9684
936	2232	9679
937	2234	9675
938	2236	9670
939	2237	9665
940	2239	9661
941	2241	9656
942	2243	9652
943	2245	9647
944	2247	9643
945	2249	9638
946	2251	9635
947	2253	9631
948	2255	9626
949	2257	9622
950	2259	9618
951	2260	9613
952	2262	9609
953	2264	9604
954	2266	9600
955	2268	9596
956	2270	9591
957	2272	9586
958	2273	9582
959	2275	9577
960	2277	9573
961	2279	9568
962	2281	9564
963	2283	9559
964	2285	9555
965	2287	9550
966	2288	9546
967	2291	9544
968	2293	9540
969	2295	9535
970	2297	9531
971	2299	9527
972	2300	9522
973	2302	9518
974	2304	9513
975	2306	9509
976	2308	9504
977	2310	9500
978	2311	9495
979	2313	9491
980	2315	9487
981	2317	9483
982	2319	9479
983	2321	9474
984	2323	9470
985	2325	9466
986	2327	9462
987	2329	9457
988	2331	9453
989	2332	9449
990	2334	9444
991	2336	9440
992	2338	9436
993	2340	9432
994	2342	9428
995	2344	9424
996	2346	9420
997	2348	9416
998	2349	9411
999	2351	9407
1000	2353	9403
1001	2355	9399
1002	2357	9395
1003	2359	9390
1004	2361	9386
1005	2363	9381
1006	2364	9377
1007	2366	9373
1008	2368	9368
1009	2370	9364
1010	2372	9360
1011	2374	9356
1012	2376	9351
1013	2377	9347
1014	2380	9346
1015	2382	9342
1016	2385	9342
1017	2387	9340
1018	2390	9338
1019	2392	9335
1020	2394	9331
1021	2396	9327
1022	2399	9327
1023	2401	9324
1024	2403	9320
1025	2405	9316
1026	2407	9313
1027	2409	9309
1028	2411	9305
1029	2413	9301
1030	2415	9297
1031	2416	9292
1032	2418	9288
1033	2421	9289
1034	2423	9285
1035	2425	9280
1036	2427	9276
1037	2429	9272
1038	2431	9268
1039	2433	9264
1040	2434	9260
1041	2436	9256
1042	2438	9253
1043	2440	9248
1044	2442	9244
1045	2444	9240
1046	2446	9236
1047	2448	9232
1048	2450	9228
1049	2451	9223
1050	2453	9220
1051	2455	9216
1052	2457	9212
1053	2459	9208
1054	2461	9204
1055	2463	9202
1056	2465	9197
1057	2468	9195
1058	2471	9199
1059	2473	9195
1060	2475	9191
1061	2477	9187
1062	2479	9183
1063	2481	9180
1064	2483	9176
1065	2485	9172
1066	2488	9173
1067	2490	9169
1068	2492	9166
1069	2494	9162
1070	2496	9157
1071	2498	9153
1072	2500	9149
1073	2502	9146
1074	2505	9148
1075	2507	9144
1076	2509	9140
1077	2511	9136
1078	2513	9132
1079	2514	9128
1080	2516	9124
1081	2518	9120
1082	2520	9116
1083	2522	9112
1084	2524	9108
1085	2526	9104
1086	2528	9100
1087	2529	9096
1088	2531	9092
1089	2533	9088
1090	2536	9089
1091	2539	9088
1092	2542	9088
1093	2552	9111
1094	2554	9109
1095	2556	9107
1096	2558	9102
1097	2560	9099
1098	2562	9095
1099	2564	9091
1100	2567	9093
1101	2569	9089
1102	2571	9085
1103	2573	9081
1104	2575	9080
1105	2578	9077
1106	2580	9073
1107	2582	9069
1108	2583	9065
1109	2585	9061
1110	2587	9058
1111	2589	9054
1112	2591	9050
1113	2593	9046
1114	2595	9043
1115	2597	9040
1116	2599	9036
1117	2601	9032
1118	2603	9028
1119	2604	9024
1120	2606	9020
1121	2608	9017
1122	2610	9013
1123	2612	9009
1124	2614	9005
1125	2617	9004
1126	2619	9000
1127	2621	8997
1128	2622	8993
1129	2624	8989
1130	2626	8986
1131	2628	8982
1132	2630	8978
1133	2632	8975
1134	2636	8978
1135	2641	8984
1136	2646	8990
1137	2649	8991
1138	2651	8988
1139	2653	8984
1140	2655	8980
1141	2657	8978
1142	2670	9010
1143	2672	9008
1144	2674	9004
1145	2677	9005
1146	2679	9002
1147	2681	8998
1148	2683	8995
1149	2685	8991
1150	2687	8987
1151	2689	8983
1152	2693	8986
1153	2695	8982
1154	2697	8978
1155	2699	8974
1156	2700	8971
1157	2702	8967
1158	2704	8963
1159	2706	8959
1160	2708	8955
1161	2710	8952
1162	2712	8948
1163	2714	8944
1164	2716	8940
1165	2717	8937
1166	2719	8933
1167	2721	8930
1168	2723	8926
1169	2725	8922
1170	2727	8918
1171	2729	8915
1172	2731	8911
1173	2733	8908
1174	2735	8904
1175	2737	8900
1176	2739	8896
1177	2740	8893
1178	2743	8891
1179	2749	8901
1180	2753	8904
1181	2757	8908
1182	2761	8909
1183	2763	8905
1184	2765	8901
1185	2766	8898
1186	2768	8894
1187	2772	8895
1188	2774	8891
1189	2775	8887
1190	2777	8884
1191	2779	8880
1192	2781	8877
1193	2783	8873
1194	2785	8869
1195	2787	8866
1196	2789	8862
1197	2791	8859
1198	2793	8855
1199	2795	8851
1200	2796	8846
1201	2798	8843
1202	2800	8839
1203	2802	8835
1204	2804	8832
1205	2806	8828
1206	2808	8824
1207	2810	8821
1208	2811	8817
1209	2815	8818
1210	2817	8816
1211	2819	8812
1212	2821	8808
1213	2823	8804
1214	2825	8801
1215	2827	8797
1216	2829	8794
1217	2831	8791
1218	2842	8817
1219	2845	8815
1220	2847	8813
1221	2850	8813
1222	2852	8809
1223	2854	8805
1224	2856	8803
1225	2858	8799
1226	2860	8795
1227	2862	8791
1228	2864	8788
1229	2866	8784
1230	2867	8780
1231	2869	8777
1232	2871	8774
1233	2873	8770
1234	2875	8766
1235	2877	8762
1236	2879	8759
1237	2881	8755
1238	2883	8752
1239	2885	8748
1240	2886	8744
1241	2888	8740
1242	2890	8737
1243	2892	8733
1244	2894	8729
1245	2896	8726
1246	2898	8722
1247	2900	8718
1248	2901	8715
1249	2903	8711
1250	2905	8707
1251	2907	8704
1252	2909	8700
1253	2911	8696
1254	2913	8693
1255	2915	8689
1256	2916	8685
1257	2919	8684
1258	2926	8695
1259	2930	8697
1260	2932	8695
1261	2934	8691
1262	2936	8689
1263	2938	8685
1264	2940	8682
1265	2942	8680
1266	2945	8678
1267	2947	8674
1268	2949	8671
1269	2951	8667
1270	2953	8664
1271	2955	8660
1272	2957	8657
1273	2958	8653
1274	2960	8650
1275	2962	8647
1276	2964	8643
1277	2966	8640
1278	2968	8637
1279	2970	8634
1280	2972	8630
1281	2975	8628
1282	2978	8627
1283	2981	8627
1284	2983	8626
1285	2986	8624
1286	2988	8621
1287	2990	8618
1288	2992	8615
1289	2994	8611
1290	2996	8608
1291	2998	8605
1292	3000	8601
1293	3002	8598
1294	3004	8596
1295	3014	8616
1296	3017	8614
1297	3019	8610
1298	3021	8608
1299	3024	8608
1300	3026	8604
1301	3028	8601
1302	3030	8598
1303	3032	8595
1304	3034	8592
1305	3038	8593
1306	3040	8592
1307	3043	8591
1308	3046	8590
1309	3049	8589
1310	3052	8588
1311	3055	8588
1312	3058	8588
1313	3061	8586
1314	3063	8586
1315	3066	8585
1316	3069	8584
1317	3071	8580
1318	3075	8583
1319	3082	8594
1320	3086	8594
1321	3089	8595
1322	3091	8592
1323	3093	8588
1324	3095	8585
1325	3097	8582
1326	3099	8580
1327	3101	8576
1328	3105	8577
1329	3117	8601
1330	3119	8598
1331	3121	8595
1332	3123	8592
1333	3125	8589
1334	3127	8586
1335	3130	8585
1336	3133	8584
1337	3135	8581
1338	3137	8578
1339	3139	8575
1340	3141	8571
1341	3143	8568
1342	3145	8565
1343	3147	8562
1344	3149	8559
1345	3151	8555
1346	3153	8552
1347	3155	8549
1348	3157	8545
1349	3159	8542
1350	3161	8539
1351	3163	8535
1352	3165	8532
1353	3167	8529
1354	3169	8525
1355	3171	8522
1356	3173	8519
1357	3176	8518
1358	3178	8514
1359	3180	8511
1360	3182	8508
1361	3185	8509
1362	3192	8519
1363	3194	8516
1364	3196	8513
1365	3198	8510
1366	3200	8506
1367	3203	8503
1368	3205	8500
1369	3207	8497
1370	3209	8495
1371	3212	8494
1372	3214	8490
1373	3216	8488
1374	3218	8484
1375	3220	8481
1376	3222	8477
1377	3224	8475
1378	3226	8472
1379	3228	8468
1380	3230	8465
1381	3232	8462
1382	3234	8459
1383	3236	8456
1384	3238	8453
1385	3240	8449
1386	3242	8446
1387	3244	8443
1388	3246	8440
1389	3248	8436
1390	3250	8433
1391	3252	8430
1392	3254	8426
1393	3256	8423
1394	3259	8423
1395	3269	8440
1396	3271	8438
1397	3274	8437
1398	3276	8433
1399	3278	8430
1400	3281	8428
1401	3283	8425
1402	3285	8422
1403	3287	8419
1404	3289	8416
1405	3291	8412
1406	3293	8409
1407	3295	8406
1408	3297	8403
1409	3299	8400
1410	3302	8400
1411	3304	8397
1412	3306	8393
1413	3308	8390
1414	3310	8387
1415	3312	8384
1416	3314	8381
1417	3316	8378
1418	3318	8374
1419	3320	8371
1420	3322	8368
1421	3324	8365
1422	3326	8361
1423	3328	8358
1424	3330	8354
1425	3332	8351
1426	3334	8348
1427	3336	8345
1428	3338	8341
1429	3340	8338
1430	3341	8335
1431	3343	8331
1432	3345	8328
1433	3347	8325
1434	3349	8321
1435	3353	8322
1436	3358	8326
1437	3360	8323
1438	3362	8320
1439	3364	8316
1440	3366	8313
1441	3368	8310
1442	3370	8307
1443	3371	8303
1444	3374	8300
1445	3376	8297
1446	3378	8294
1447	3380	8291
1448	3382	8289
1449	3384	8285
1450	3386	8282
1451	3388	8279
1452	3390	8275
1453	3392	8272
1454	3394	8269
1455	3396	8266
1456	3398	8263
1457	3400	8260
1458	3402	8256
1459	3404	8253
1460	3406	8250
1461	3408	8247
1462	3410	8244
1463	3412	8242
1464	3416	8244
1465	3419	8244
1466	3423	8244
1467	3441	8281
1468	3445	8282
1469	3449	8284
1470	3451	8280
1471	3454	8278
1472	3456	8275
1473	3458	8272
1474	3461	8272
1475	3463	8269
1476	3465	8266
1477	3467	8263
1478	3469	8260
1479	3471	8257
1480	3473	8253
1481	3475	8250
1482	3478	8248
1483	3480	8245
1484	3482	8242
1485	3484	8239
1486	3486	8236
1487	3488	8233
1488	3490	8230
1489	3492	8227
1490	3494	8223
1491	3496	8220
1492	3498	8217
1493	3500	8214
1494	3502	8211
1495	3504	8208
1496	3506	8205
1497	3510	8205
1498	3515	8211
1499	3520	8213
1500	3522	8211
1501	3525	8209
1502	3527	8208
1503	3529	8205
1504	3531	8202
1505	3534	8199
1506	3536	8196
1507	3538	8193
1508	3540	8190
1509	3542	8187
1510	3544	8184
1511	3546	8181
1512	3548	8178
1513	3550	8176
1514	3552	8173
1515	3555	8170
1516	3556	8166
1517	3558	8163
1518	3560	8160
1519	3562	8157
1520	3564	8154
1521	3566	8150
1522	3568	8147
1523	3570	8144
1524	3573	8141
1525	3575	8138
1526	3577	8135
1527	3579	8132
1528	3581	8130
1529	3584	8129
1530	3586	8126
1531	3588	8123
1532	3590	8120
1533	3592	8116
1534	3594	8113
1535	3596	8110
1536	3598	8107
1537	3600	8104
1538	3602	8101
1539	3604	8098
1540	3606	8095
1541	3613	8102
1542	3624	8120
1543	3626	8117
1544	3628	8115
1545	3630	8112
1546	3632	8108
1547	3635	8106
1548	3638	8105
1549	3640	8102
1550	3642	8099
1551	3644	8095
1552	3646	8092
1553	3648	8089
1554	3650	8086
1555	3652	8083
1556	3654	8080
1557	3656	8077
1558	3658	8074
1559	3660	8071
1560	3662	8067
1561	3664	8064
1562	3666	8061
1563	3668	8058
1564	3670	8055
1565	3671	8052
1566	3674	8049
1567	3676	8046
1568	3678	8043
1569	3680	8039
1570	3681	8036
1571	3683	8033
1572	3685	8030
1573	3687	8027
1574	3692	8030
1575	3702	8044
1576	3709	8050
1577	3711	8047
1578	3713	8044
1579	3716	8044
1580	3718	8040
1581	3720	8037
1582	3722	8035
1583	3724	8032
1584	3726	8029
1585	3728	8025
1586	3730	8022
1587	3732	8019
1588	3734	8016
1589	3736	8013
1590	3738	8010
1591	3740	8007
1592	3742	8004
1593	3744	8001
1594	3746	7997
1595	3748	7994
1596	3750	7991
1597	3752	7988
1598	3754	7985
1599	3756	7982
1600	3758	7979
1601	3760	7976
1602	3762	7973
1603	3764	7970
1604	3766	7966
1605	3768	7963
1606	3770	7960
1607	3772	7957
1608	3774	7955
1609	3776	7951
1610	3778	7948
1611	3781	7947
1612	3787	7952
1613	3804	7982
1614	3807	7980
1615	3810	7978
1616	3812	7976
1617	3814	7973
1618	3817	7971
1619	3819	7968
1620	3821	7965
1621	3823	7961
1622	3825	7958
1623	3827	7955
1624	3829	7952
1625	3831	7949
1626	3833	7946
1627	3835	7943
1628	3837	7940
1629	3839	7937
1630	3841	7934
1631	3843	7931
1632	3845	7927
1633	3847	7924
1634	3848	7921
1635	3850	7918
1636	3852	7915
1637	3854	7912
1638	3856	7909
1639	3858	7905
1640	3860	7902
1641	3862	7899
1642	3864	7896
1643	3866	7893
1644	3868	7890
1645	3870	7887
1646	3874	7887
1647	3881	7894
1648	3893	7911
1649	3895	7909
1650	3897	7906
1651	3899	7903
1652	3901	7900
1653	3904	7898
1654	3907	7897
1655	3909	7893
1656	3911	7891
1657	3913	7888
1658	3916	7887
1659	3918	7884
1660	3920	7882
1661	3922	7878
1662	3924	7875
1663	3926	7872
1664	3928	7869
1665	3930	7866
1666	3932	7863
1667	3934	7859
1668	3936	7856
1669	3938	7853
1670	3940	7850
1671	3942	7847
1672	3944	7844
1673	3946	7841
1674	3948	7838
1675	3950	7835
1676	3952	7832
1677	3954	7829
1678	3956	7826
1679	3958	7823
1680	3960	7820
1681	3962	7816
1682	3965	7815
1683	3971	7820
1684	3976	7823
1685	3980	7823
1686	3984	7824
1687	3986	7821
1688	3988	7817
1689	3990	7814
1690	3991	7811
1691	3993	7808
1692	3995	7805
1693	3997	7802
1694	3999	7799
1695	4001	7796
1696	4003	7793
1697	4006	7790
1698	4008	7787
1699	4010	7784
1700	4012	7781
