iter	MAPE	RMSE
945	0.1041517468	275864.5857
946	0.104140573	275330.439
947	0.1041287724	275145.4539
948	0.1041262574	275136.4967
949	0.1041057593	275013.1347
950	0.1040962699	274896.0204
951	0.1040370404	274812.7641
952	0.1040279118	274643.3194
953	0.1040081954	274539.2696
954	0.1040055745	274448.0224
955	0.1039610026	274354.1693
956	0.1039308018	274247.6704
957	0.1039235438	274237.0794
958	0.1039157912	274083.1485
959	0.1038681506	274007.7674
960	0.1038109403	273913.1209
961	0.1037629836	273861.7777
962	0.1037460662	273733.5848
963	0.1037370379	273696.6808
964	0.1037080366	273639.2171
965	0.1036930284	273431.4176
966	0.1036807033	273399.8659
967	0.1036701976	273343.3772
968	0.1036295559	273280.8011
969	0.1035989232	273187.55
970	0.1035720468	273133.1858
971	0.103548738	273053.5226
972	0.1034966687	272941.0936
973	0.1034509053	272886.1328
974	0.1034163372	272819.3069
975	0.103321888	272587.2762
976	0.1033182792	272578.6686
977	0.1033062423	272534.9268
978	0.1032754738	272408.3844
979	0.1032393077	272324.4987
980	0.1032268306	272263.9095
981	0.1032084854	272214.7689
982	0.1031820824	272100.2122
983	0.1031153566	272031.0842
984	0.1030687527	271990.3826
985	0.103047518	271942.2939
986	0.1030320764	271921.9046
987	0.1030098897	271521.9846
988	0.1029336916	271272.915
989	0.1029186301	271099.0804
990	0.1029024506	271047.3247
991	0.1028830299	270998.7068
992	0.1028811565	270987.8746
993	0.1028481417	270938.2972
994	0.1028037917	270729.6836
995	0.1027969244	270679.2286
996	0.1027951443	270594.6204
997	0.1027608467	270455.6132
998	0.1027463917	270347.3184
999	0.1027321225	270257.2209
1000	0.1027211801	270117.8411
1001	0.1026800348	270095.6777
1002	0.1026581286	270016.857
1003	0.1026270481	269974.2935
1004	0.1026111494	269964.6869
1005	0.1026017706	269951.7684
1006	0.1026109837	269881.7799
1007	0.1025765741	269817.8451
1008	0.1025591234	269716.6908
1009	0.1024800869	269644.9994
1010	0.1024696191	269636.9723
1011	0.1024537566	269562.094
1012	0.1024471759	269425.7165
1013	0.1023775761	269276.4249
1014	0.1023712822	269237.7458
1015	0.1023095757	269145.2434
1016	0.1022709853	269092.6518
1017	0.1022583773	269047.6749
1018	0.1022353847	269021.5459
1019	0.1022370464	268957.6198
1020	0.1021510629	268917.5851
1021	0.1020790136	268868.728
1022	0.102077491	268811.0444
1023	0.1020375033	268749.8746
1024	0.1020299679	268616.5166
1025	0.101992903	268567.2601
1026	0.1019834642	268422.7008
1027	0.1019559036	268319.1824
1028	0.1019367688	268274.0149
1029	0.1019297734	268223.6812
1030	0.1018897724	268153.6424
1031	0.1018410467	268096.4132
1032	0.101846314	268083.3856
1033	0.101823686	267967.6676
1034	0.1017786493	267928.4289
1035	0.10173504	267876.8205
1036	0.1017294858	267744.8138
1037	0.101718552	267737.4191
1038	0.1017037074	267660.1715
1039	0.1016949346	267485.8238
1040	0.1016171315	267213.2527
1041	0.1016122473	267109.3164
1042	0.1015936116	267044.5779
1043	0.1015674841	266947.2101
1044	0.1015561979	266900.4391
1045	0.1015274492	266794.8894
1046	0.1015083421	266753.0956
1047	0.1015006743	266644.6058
1048	0.101476283	266576.734
1049	0.1014643718	266568.5573
1050	0.1014470146	266469.3369
1051	0.1014014417	266380.6239
1052	0.1013210846	266335.6589
1053	0.1012665856	266198.042
1054	0.1012169298	266148.2149
1055	0.1012098088	266098.2164
1056	0.1011921146	266059.7824
1057	0.1010459803	266009.9559
1058	0.1009865893	265918.8603
1059	0.1009624216	265739.95
1060	0.1009238046	265698.4366
1061	0.1009138085	265663.104
1062	0.1008918653	265604.4222
1063	0.1008756803	265542.3346
1064	0.1008483734	265450.8823
1065	0.1008367037	265005.1756
1066	0.1008227682	264965.7954
1067	0.1007782969	264893.4002
1068	0.1007404521	264808.9003
1069	0.1007363741	264739.2058
1070	0.1007229303	264692.8864
1071	0.1007143043	264630.6733
1072	0.1007122169	264572.5846
1073	0.1007021425	264376.4907
1074	0.100695117	264329.3473
1075	0.1006723755	264304.4449
1076	0.1006683495	264293.8998
1077	0.1006497501	264247.8026
1078	0.1006168666	264121.9783
1079	0.1006146671	264012.358
1080	0.100580954	263920.1104
1081	0.1005651376	263731.2141
1082	0.1004787537	263599.3813
1083	0.1004490995	263441.0038
1084	0.1004010404	263350.8934
1085	0.1003380745	263299.4442
1086	0.1003287514	263253.886
1087	0.1003150881	263206.0186
1088	0.1003145069	263197.783
1089	0.1003068683	263188.5598
1090	0.1002933465	263132.9047
1091	0.1002904655	263076.2831
1092	0.1002853089	262981.2338
1093	0.1002712772	262942.271
1094	0.1002564586	262837.5727
1095	0.1002484989	262800.8205
1096	0.100193306	262791.6169
1097	0.1001752391	262722.0446
1098	0.1001520565	262671.9375
1099	0.100131783	262614.8608
1100	0.1001235871	262497.8242
1101	0.100122845	262412.2056
1102	0.1001081875	262336.4583
1103	0.1000769135	262321.2743
1104	0.1000803379	262274.8344
1105	0.1000580139	262216.4488
1106	0.1000294098	262190.3025
1107	0.09998852641	262134.1959
1108	0.09996518963	262094.2973
1109	0.09995871484	262039.4867
1110	0.09991836654	261986.5223
1111	0.0998773297	261909.278
1112	0.09987530754	261881.9152
1113	0.09986898639	261787.1564
1114	0.09986433019	261751.8218
1115	0.09983576317	261662.2313
1116	0.09982996351	261587.378
1117	0.0998220676	261532.4329
1118	0.09981325544	261486.1355
1119	0.09971388914	261264.2049
1120	0.09970929601	260906.5163
1121	0.09968548986	260816.2712
1122	0.09965807118	260692.2411
1123	0.09964745218	260634.7812
1124	0.09957531583	260575.0422
1125	0.09956868213	260561.8602
1126	0.09954567455	260461.6302
1127	0.09952752027	260371.2554
1128	0.09954221054	260308.2728
1129	0.09949031295	260235.7921
1130	0.09946987772	260164.6858
1131	0.09945582649	259845.7367
1132	0.09944892892	259833.3864
1133	0.0994382258	259778.2633
1134	0.09941427212	259661.7974
1135	0.09940766696	259598.397
1136	0.0993660853	259532.7917
1137	0.09936621366	259335.6073
1138	0.0993614685	259221.6116
1139	0.09936354511	259134.8432
1140	0.09934450319	259083.8347
1141	0.0993302016	259032.6772
1142	0.09932770169	259011.9402
1143	0.0993278864	258973.4879
1144	0.09928974942	258904.8619
1145	0.09926958195	258823.6937
1146	0.09926281728	258704.6012
1147	0.09922392748	258681.7427
1148	0.09921283692	258516.9081
1149	0.09920975791	258508.8393
1150	0.09919826937	258502.1728
1151	0.09916241773	258444.0703
1152	0.09913819888	258336.9355
1153	0.09914659104	258245.8411
1154	0.0991330865	258092.8247
1155	0.09909804824	258041.5948
1156	0.09906544108	257999.7822
1157	0.09905513556	257993.9864
1158	0.09904690632	257908.602
1159	0.09902528608	257861.3213
1160	0.09895750803	257781.4724
1161	0.09892870153	257733.5155
1162	0.09891198097	257591.8263
1163	0.09884961099	257565.4733
1164	0.09882237624	257507.9492
1165	0.09878154892	257431.1291
1166	0.09871065859	257322.2623
1167	0.09868559339	257268.4082
1168	0.09868167654	257224.4432
1169	0.09862774464	256846.0142
1170	0.09859835613	256795.8198
1171	0.09856447767	256682.5345
1172	0.09854220387	256623.5962
1173	0.09853319871	256580.2074
1174	0.09853126282	256251.6271
1175	0.09852591447	256211.9422
1176	0.09848388473	256109.2112
1177	0.09844422219	256063.0134
1178	0.09843334723	256004.6837
1179	0.0983277125	255898.2142
1180	0.09828097517	255746.4986
1181	0.09823879013	255698.357
1182	0.09816863715	255678.028
1183	0.09816738462	255642.1869
1184	0.09809201511	255554.6513
1185	0.09792271304	255163.865
1186	0.09792296216	255082.8522
1187	0.09786744775	254938.3463
1188	0.09786264496	254837.245
1189	0.09782746544	254800.5818
1190	0.09782524201	254792.9294
1191	0.09781233482	254744.3999
1192	0.09779759433	254672.5166
1193	0.09779427332	254564.5208
1194	0.09775197796	254372.8591
1195	0.09773567209	254364.2463
1196	0.09772023169	254302.8042
1197	0.09770564608	254236.075
1198	0.09770356066	254181.293
1199	0.09768073009	254106.6125
1200	0.0976741198	254098.6867
1201	0.09768653761	254036.4048
1202	0.09768407939	254002.8604
1203	0.09766826814	253982.5727
1204	0.09763187357	253929.0125
1205	0.09759996835	253879.0654
1206	0.0975146919	253813.1066
1207	0.09749082401	253733.9474
1208	0.09747197173	253663.5644
1209	0.09746908033	253635.1503
1210	0.09741816732	253542.0368
1211	0.09739994099	253492.408
1212	0.09737965294	253470.7068
1213	0.0973714826	253424.8345
1214	0.0972876187	253340.0502
1215	0.09728942409	253275.3264
1216	0.09728803871	253201.6011
1217	0.09726096581	253176.0628
1218	0.09724088358	253111.9225
1219	0.09722496993	253019.0606
1220	0.09722108944	252945.17
1221	0.09721674883	252900.2066
1222	0.09721500276	252893.3108
1223	0.0972243915	252819.2632
1224	0.09719034707	252788.476
1225	0.09714019941	252673.0826
1226	0.097138367	252628.7207
1227	0.0971449327	252575.8914
1228	0.09707786925	252538.4086
1229	0.09707118215	252501.8456
1230	0.09705406996	252467.7039
1231	0.0969721092	252442.4306
1232	0.09695363963	252394.5479
1233	0.09694504832	252383.5197
1234	0.09692746577	252322.8968
1235	0.09690723625	252243.8273
1236	0.09686019342	252182.8365
1237	0.09684392987	252042.8556
1238	0.09683316028	251982.9464
1239	0.09679660913	251887.8476
1240	0.09678599071	251841.0418
1241	0.09673679295	251783.1612
1242	0.09674394981	251609.6638
1243	0.09673736606	251530.7856
1244	0.09672184977	251523.3288
1245	0.09666948384	251493.012
1246	0.09659791362	251460.3298
1247	0.09658340101	251424.6713
1248	0.09655690502	251377.1514
1249	0.09653648387	251284.5037
1250	0.0965309598	251216.7085
1251	0.09652381402	251187.0834
1252	0.09637381863	250871.0547
1253	0.09637245336	250839.7924
1254	0.09636783409	250797.2476
1255	0.09634948313	250775.7819
1256	0.09629264766	250729.0009
1257	0.09628554997	250665.967
1258	0.09627986124	250600.6489
1259	0.09624725033	250509.3073
1260	0.09624318904	250455.3027
1261	0.09622158035	250377.699
1262	0.09620241126	250300.1682
1263	0.09616137419	250259.1498
1264	0.09616581338	250221.1215
1265	0.09614158958	250191.0631
1266	0.09612232276	250151.7039
1267	0.09606313895	250115.9479
1268	0.09605804277	250085.7669
1269	0.09605377762	250082.137
1270	0.09604606786	250023.5432
1271	0.09601030643	249978.3902
1272	0.09599760122	249907.2592
1273	0.095987732	249871.1763
1274	0.09597476098	249821.4122
1275	0.09594483148	249804.3732
1276	0.09592991367	249752.7795
1277	0.09590762518	249700.6913
1278	0.09587780257	249649.6022
1279	0.09585845661	249589.5972
1280	0.0958531341	249545.7163
1281	0.09582818572	249527.1826
1282	0.09578595119	249501.4095
1283	0.09575952295	249455.4271
1284	0.09574532448	249396.9046
1285	0.09572973027	249216.3106
1286	0.09569620037	249192.334
1287	0.09567674649	249146.6997
1288	0.09565819701	249054.2793
1289	0.09564545759	249031.4038
1290	0.09563276942	248987.381
1291	0.09562284109	248840.0408
1292	0.09561944255	248834.0972
1293	0.09560495813	248757.7376
1294	0.09559709635	248733.4191
1295	0.09555574949	248709.3891
1296	0.0955574699	248677.9173
1297	0.09554070479	248641.0711
1298	0.09551647382	248615.6046
1299	0.0954925204	248570.1087
1300	0.09549321951	248526.3715
1301	0.09548589785	248510.6888
1302	0.09547259692	248484.8822
1303	0.09547377277	248402.8746
1304	0.09546050382	248347.9382
1305	0.09544528103	248294.4092
1306	0.09542964126	248170.1121
1307	0.09542527004	248017.4054
1308	0.09538029959	247845.4468
1309	0.09534951418	247796.8392
1310	0.09534471448	247752.0521
1311	0.09533230652	247698.8713
1312	0.09526030701	247661.9752
1313	0.09523965442	247571.833
1314	0.0952445474	247552.5899
1315	0.09521650484	247525.5452
1316	0.09519696108	247515.9732
1317	0.0951692828	247477.2032
1318	0.0951621136	247436.9056
1319	0.09514400974	247395.533
1320	0.09513412587	247335.9678
1321	0.09508635438	247292.7011
1322	0.09507070073	247250.8598
1323	0.09505907792	247231.2111
1324	0.09499720033	247162.9045
1325	0.09499063078	247119.0359
1326	0.09494792116	247097.7623
1327	0.09491729683	247060.5508
1328	0.09490847643	247002.4902
1329	0.09490063055	246963.4084
1330	0.09488743322	246938.1339
1331	0.09482695791	246881.6635
1332	0.09483737794	246847.4784
1333	0.0948130638	246763.7412
1334	0.09481338132	246733.2592
1335	0.09480784688	246725.9406
1336	0.09477660667	246707.9565
1337	0.09478026147	246688.1375
1338	0.09476853106	246635.127
1339	0.09473893127	246595.016
1340	0.09473415833	246494.0653
1341	0.09470923074	246406.6538
1342	0.09467085165	246371.5193
1343	0.09466786806	246362.7112
1344	0.09463465958	246332.8043
1345	0.09461525825	246251.9594
1346	0.09460694565	246205.7972
1347	0.09461324852	246181.6646
1348	0.09459687674	246149.2724
1349	0.09457036674	246101.8512
1350	0.09455333652	246067.301
1351	0.09450356053	246037.1545
1352	0.09448007042	245952.7895
1353	0.09447387842	245900.7067
1354	0.09444143152	245835.8089
1355	0.09439461705	245819.3438
1356	0.0943296226	245772.5437
1357	0.09432472075	245766.511
1358	0.09430812629	245713.0336
1359	0.09427215895	245686.8294
1360	0.09426988561	245660.488
1361	0.09425867899	245639.0928
1362	0.09422899453	245620.8377
1363	0.09421546803	245592.1782
1364	0.09419793689	245544.2416
1365	0.09420068936	245489.4285
1366	0.09418217648	245433.7566
1367	0.094173092	245325.6934
1368	0.09416181635	245294.4694
1369	0.09413284752	245244.3876
1370	0.09413038799	245206.3404
1371	0.09411911445	245170.0946
1372	0.09411388297	245132.1756
1373	0.09410189067	245088.558
1374	0.09407889021	245073.3115
1375	0.09407734247	245037.8682
1376	0.09404915965	244977.1586
1377	0.09403680978	244934.0475
1378	0.09403053602	244896.7561
1379	0.09402239582	244865.1265
1380	0.09401826952	244779.3826
1381	0.09399469243	244719.1196
1382	0.09399049846	244616.9597
1383	0.0939847249	244559.5781
1384	0.0939694804	244505.6487
1385	0.09394169856	244448.5669
1386	0.0939168329	244315.7171
1387	0.09390946147	244268.6013
1388	0.09390838687	244263.2563
1389	0.09389272323	244220.5276
1390	0.09388764852	244164.7235
1391	0.09387779592	244127.8836
1392	0.09384964673	244092.4842
1393	0.09379706418	244044.9751
1394	0.09375769827	244021.7104
1395	0.0937076235	243981.1877
1396	0.09368019979	243928.0588
1397	0.09364135199	243908.9901
1398	0.09363750083	243837.3872
1399	0.09362638389	243799.7692
1400	0.09360710976	243761.0541
1401	0.09357354643	243689.5111
1402	0.09355932433	243662.4152
1403	0.09352896678	243630.3794
1404	0.09351563766	243584.6314
1405	0.09351033647	243554.7828
1406	0.09351115251	243400.1428
1407	0.09346347132	243357.1287
1408	0.09344704711	243323.0119
1409	0.09343962853	243317.9221
1410	0.09342918142	243289.5273
1411	0.09340757072	243233.3478
1412	0.09335802063	243191.2796
1413	0.09331293701	243117.1363
1414	0.09330687371	243095.6209
1415	0.09330081189	243024.4105
1416	0.09329904979	242720.0089
1417	0.09330234475	242684.4723
1418	0.09330649309	242649.3698
1419	0.09327782306	242609.2859
1420	0.09327865589	242531.2716
1421	0.09326303854	242503.9552
1422	0.09325360346	242471.4015
1423	0.09323272034	242405.5697
1424	0.09321171215	242264.8586
1425	0.09317708026	242125.3329
1426	0.09317005533	242047.6379
1427	0.09314063528	241981.0495
1428	0.09312299255	241950.2349
1429	0.09307554351	241903.3666
1430	0.09308334587	241815.0791
1431	0.09307136146	241768.059
1432	0.09306557174	241710.2386
1433	0.09304700934	241640.1201
1434	0.09304400408	241610.076
1435	0.0930388931	241553.5894
1436	0.09302043422	241501.7705
1437	0.09301199903	241471.1744
1438	0.09301054272	241423.9078
1439	0.09300826811	241397.345
1440	0.09295429419	241346.5076
1441	0.09295890966	241276.2197
1442	0.09296037599	241244.0161
1443	0.09292599975	241215.5905
1444	0.09291840135	241193.1665
1445	0.09291021585	241182.7716
1446	0.09291274096	241091.6191
1447	0.09290970076	241066.2203
1448	0.09287271254	241028.3359
1449	0.09285648325	240998.7265
1450	0.0928409104	240976.7445
1451	0.09283468051	240902.4831
1452	0.09279912126	240882.3479
1453	0.09277396537	240812.7105
1454	0.09276128674	240752.6668
1455	0.09274116432	240681.8464
1456	0.09273140141	240649.3374
1457	0.09273016883	240616.1812
1458	0.09272327002	240591.2227
1459	0.09271754879	240513.2716
1460	0.09267724704	240475.7472
1461	0.09263866333	240424.1744
1462	0.09261795471	240368.425
1463	0.09256000753	240322.8424
1464	0.09247754297	240282.6246
1465	0.09246997194	240225.0888
1466	0.09243705426	240156.2575
1467	0.09244540693	240023.6423
1468	0.09243223299	239975.9093
1469	0.09238504816	239918.9544
1470	0.09236209947	239900.8019
1471	0.09234887764	239893.7053
1472	0.09224306211	239631.1975
1473	0.09219846438	239595.7769
1474	0.09219108361	239557.0281
1475	0.09217919948	239496.8515
1476	0.09214326914	239459.9301
1477	0.09206117664	239352.8672
1478	0.09205443486	239202.539
1479	0.09205173612	239197.1975
1480	0.09202399611	239171.9208
1481	0.09202529319	239147.4365
1482	0.09201183957	239124.7659
1483	0.09200409013	239104.4758
1484	0.09198101982	239068.6344
1485	0.09196305932	239062.0518
1486	0.09193570982	238999.1906
1487	0.09191950958	238962.8046
1488	0.09190301172	238903.8161
1489	0.09189034046	238888.2735
1490	0.09188769851	238707.159
1491	0.09187916279	238666.2046
1492	0.09186871191	238647.9145
1493	0.09186023708	238616.9487
1494	0.09184594171	238581.8895
1495	0.0918370871	238554.6699
1496	0.0917988483	238521.4364
1497	0.09179398457	238494.7518
1498	0.09178377397	238454.1577
1499	0.09177989516	238450.6638
1500	0.09176091105	238412.3684
1501	0.09170798494	238373.9446
1502	0.09170068218	238270.0995
1503	0.09165151335	238262.0276
1504	0.09163131985	238247.3296
1505	0.09161763608	238123.9809
1506	0.09160212712	238075.0226
1507	0.09158226445	238049.0171
1508	0.09155515998	238013.1158
1509	0.0915423243	237996.5234
1510	0.09153900831	237917.8721
1511	0.0915383299	237909.5399
1512	0.09152926834	237800.558
1513	0.09151699125	237763.4109
1514	0.09150304174	237735.1436
1515	0.09150025022	237696.6445
1516	0.09149255865	237690.6512
1517	0.09148735681	237651.0514
1518	0.0914672794	237620.4913
1519	0.09146118713	237600.9653
1520	0.09136213649	237561.8529
1521	0.09131489164	237535.0593
1522	0.0913099501	237497.0277
1523	0.09129810957	237452.6338
1524	0.09125523976	237405.4547
1525	0.09120385192	237365.531
1526	0.09120082375	237324.7251
1527	0.09118313821	237263.7767
1528	0.09118939644	237186.2078
1529	0.09118853866	237127.237
1530	0.09118707845	237108.8484
1531	0.09117214892	237054.997
1532	0.09115489284	237009.0517
1533	0.09114024943	236943.6721
1534	0.09112486661	236903.653
1535	0.09110954759	236873.7006
1536	0.09107830317	236829.6898
1537	0.09106287482	236812.0363
1538	0.09104360375	236791.3543
1539	0.09103310671	236693.3459
1540	0.09102092218	236667.6574
1541	0.09101380461	236663.9528
1542	0.09101621668	236615.0959
1543	0.0910124455	236611.3516
1544	0.09100689941	236529.8921
1545	0.09100670034	236508.6419
1546	0.09099008399	236472.3097
1547	0.09098896882	236468.862
1548	0.09096428516	236441.1622
1549	0.09091734389	236385.3392
1550	0.09092026895	236369.5835
1551	0.09091464751	236347.1728
1552	0.09088347049	236316.8852
1553	0.09086343789	236288.3832
1554	0.0908570841	236264.1797
1555	0.09082498138	236230.9036
1556	0.0908211377	236150.8224
1557	0.09079844731	236145.0321
1558	0.09076973056	236109.749
1559	0.09074330176	236071.7282
1560	0.09073591189	235981.0115
1561	0.09073205212	235953.95
1562	0.09070966789	235924.6515
1563	0.0906574942	235819.6759
1564	0.09061961992	235769.3141
1565	0.09062206914	235605.4479
1566	0.09061227581	235586.3629
1567	0.09057899713	235541.266
1568	0.09055762751	235518.3508
1569	0.09053143359	235491.4399
1570	0.09050880177	235377.489
1571	0.09046099123	235321.1889
1572	0.0904329051	235289.4745
1573	0.09043249173	235247.6744
1574	0.09038718023	235166.7297
1575	0.09038847933	235152.7217
1576	0.09038088963	235095.5942
1577	0.09037452028	235091.1548
1578	0.09034488013	235001.4862
1579	0.09031598934	234962.4853
1580	0.09029548945	234939.3525
1581	0.09026693465	234905.2758
1582	0.09025517472	234888.1625
1583	0.09023751055	234858.0441
1584	0.09021563186	234771.0836
1585	0.09013915746	234731.4942
1586	0.0900722307	234700.7066
1587	0.09001723963	234648.391
1588	0.09002358357	234608.8501
1589	0.08998157528	234567.9814
1590	0.0899777482	234557.5981
1591	0.08993896081	234494.8726
1592	0.08983498483	234305.2055
1593	0.08980529227	234258.8705
1594	0.08979760406	234254.9927
1595	0.08975515928	234199.5679
1596	0.08973714504	234187.6349
1597	0.08972678432	234170.1665
1598	0.08971411143	234116.0512
1599	0.08969553451	233990.5507
1600	0.08968878597	233967.2319
1601	0.08968199781	233907.0596
1602	0.08968086687	233860.7524
1603	0.0896519759	233838.8949
1604	0.08964221882	233796.1894
1605	0.08960301814	233754.2179
1606	0.08959679813	233724.6956
1607	0.08959979168	233685.0632
1608	0.08960248846	233657.4895
1609	0.08958469175	233618.0645
1610	0.08958055046	233573.7782
1611	0.08956758674	233289.0381
1612	0.08956001314	233274.8668
1613	0.08954675072	233263.4219
1614	0.08949094258	233188.375
1615	0.08947963235	233165.1743
1616	0.08947996646	233160.1365
1617	0.0894654186	233120.5877
1618	0.08946351593	233099.4361
1619	0.08945518365	233019.1154
1620	0.08943769394	232991.4352
1621	0.08943387377	232918.1742
1622	0.08942133429	232803.0389
1623	0.08939247736	232787.0661
1624	0.08938109856	232763.1409
1625	0.08935050755	232722.3052
1626	0.08934343777	232703.4242
1627	0.08932511992	232680.0979
1628	0.08931741889	232425.1435
1629	0.08929933892	232420.742
1630	0.08925910486	232367.619
1631	0.08925944064	232332.8746
1632	0.08924853351	232312.5048
1633	0.08922620114	232280.314
1634	0.08922471569	232275.5686
1635	0.08918753078	232250.572
1636	0.08918353499	232214.3879
1637	0.08915773617	232156.2272
1638	0.08915142257	232129.5891
1639	0.08913966894	232106.7662
1640	0.08913620712	232091.608
1641	0.08912134023	232058.5523
1642	0.0891129052	232018.7793
1643	0.08910935945	231970.7592
1644	0.08908846806	231948.328
1645	0.08906728428	231933.3089
1646	0.08905501168	231907.4932
1647	0.08904856605	231843.6882
1648	0.08903466573	231839.0368
1649	0.08901485026	231793.9843
1650	0.08900710894	231748.4189
1651	0.08900338542	231727.8555
1652	0.08893574034	231572.3548
1653	0.08893051577	231546.4353
1654	0.08892363697	231538.0179
1655	0.08890227519	231495.1973
1656	0.0888640619	231422.772
1657	0.08883808224	231363.0564
1658	0.08882733616	231299.3394
1659	0.08880945545	231267.5743
1660	0.0888058118	231248.1765
1661	0.08880347119	231243.9774
1662	0.08878944172	231197.7631
1663	0.08879061948	231155.9514
1664	0.0887683116	231137.8973
1665	0.08874777697	231126.8702
1666	0.08874305454	231107.6775
1667	0.08872583192	231073.8644
1668	0.08872039941	231046.2826
1669	0.08871080652	231035.7631
1670	0.0887038282	230992.5081
1671	0.08865355992	230967.3476
1672	0.08863930276	230949.9978
1673	0.08862807598	230914.1183
1674	0.08856505711	230774.513
1675	0.08856847438	230764.4766
1676	0.08855440839	230721.0127
1677	0.08853100823	230692.1851
1678	0.08848434809	230672.1198
1679	0.08844771994	230592.8354
1680	0.08843727536	230546.7356
1681	0.08840669896	230492.1163
1682	0.08839674325	230465.3681
1683	0.08837981491	230435.531
1684	0.08836601346	230323.5683
1685	0.08834651294	230243.7943
1686	0.0883451458	230177.0832
1687	0.08833372912	230162.7355
1688	0.08833263194	230114.9066
1689	0.08830520347	230103.6059
1690	0.08827051609	230083.1261
1691	0.08825852543	230025.9829
1692	0.08824980111	230008.1521
1693	0.08824180947	230003.9823
1694	0.08821979557	229959.1236
1695	0.08820755872	229931.3072
1696	0.08818985655	229912.1797
1697	0.08819049822	229853.3671
1698	0.08818619186	229828.2841
1699	0.08815610416	229800.2905
1700	0.08815492172	229786.0839
1701	0.08815953764	229775.5184
1702	0.0881494015	229730.606
1703	0.08813970396	229718.6897
1704	0.0881320693	229669.9609
1705	0.08803723796	229629.0446
1706	0.08803388238	229614.6381
1707	0.08800915395	229574.5683
1708	0.08800640996	229559.3195
1709	0.0879590623	229540.355
1710	0.08793555311	229512.4161
1711	0.08793967982	229453.3769
1712	0.08792058448	229427.4883
1713	0.08789081604	229409.9861
1714	0.08788072718	229393.4998
1715	0.08787623956	229374.2056
1716	0.08785548164	229351.7635
1717	0.08784204405	229138.8248
1718	0.08783616762	229084.109
1719	0.08784052872	229048.6785
1720	0.08782862642	229033.3749
1721	0.08780924085	229013.7333
1722	0.08779208141	228993.2981
1723	0.08777244578	228965.7989
1724	0.08772424775	228920.5993
1725	0.08771906828	228892.4815
1726	0.08769835888	228858.6978
1727	0.08769964319	228847.8265
1728	0.08769562269	228807.7517
1729	0.08766872778	228726.6975
1730	0.08766264807	228723.4754
1731	0.0876242248	228701.2927
1732	0.08762077021	228607.0059
1733	0.08760583237	228577.0229
1734	0.08759339464	228565.4737
1735	0.08758216148	228520.9326
1736	0.08755756577	228491.2325
1737	0.08755487191	228446.5231
1738	0.08753602646	228394.9662
1739	0.08752515592	228350.9923
1740	0.08746895148	228281.9506
1741	0.08745850612	228257.2574
1742	0.08745386435	228179.3786
1743	0.08745274594	228161.2103
1744	0.08744471756	228116.3718
1745	0.08744633035	228071.4616
1746	0.08744604412	228007.2048
1747	0.08744172579	227991.1712
1748	0.0874230418	227977.4878
1749	0.08741489301	227965.0707
1750	0.0874025254	227950.588
1751	0.08739644948	227898.0591
1752	0.08737052743	227859.6252
1753	0.08731099814	227794.1365
1754	0.08727719609	227769.2527
1755	0.08727163334	227726.5608
1756	0.08726317298	227709.0369
1757	0.08722417863	227678.4541
1758	0.08722403696	227630.1879
1759	0.0872211385	227626.7315
1760	0.08718683113	227586.0068
1761	0.08716976849	227561.8924
1762	0.08714766307	227516.5376
1763	0.08712581338	227482.3866
1764	0.08711260867	227475.5291
1765	0.08710057942	227424.2374
1766	0.08709024924	227410.7317
1767	0.08707549145	227397.756
1768	0.0870308153	227368.3573
1769	0.08700015246	227339.6541
1770	0.08699867787	227334.8786
1771	0.08697476879	227308.5388
1772	0.0869649265	227293.1112
1773	0.0869479717	227279.3868
1774	0.08692614148	227261.7248
1775	0.08692673706	227255.6215
1776	0.08692517266	227231.6623
1777	0.08692380121	227204.7326
1778	0.08688933105	227171.8592
1779	0.08687649218	227040.4294
1780	0.08685900409	227008.1243
1781	0.08684649499	226986.5908
1782	0.0868215462	226964.3224
1783	0.08679553154	226929.2621
1784	0.08679129919	226912.6747
1785	0.08676187075	226902.9675
1786	0.08676032078	226899.9755
1787	0.08675910438	226883.6741
1788	0.08675908727	226876.4074
1789	0.08675324883	226870.6213
1790	0.08674913479	226840.7056
1791	0.08675817682	226835.7439
1792	0.08675079088	226791.5947
1793	0.0867459101	226758.7943
1794	0.08674366685	226685.5352
1795	0.08671614041	226638.3064
1796	0.08671161689	226582.8195
1797	0.08670565036	226566.787
1798	0.08669559895	226532.1705
1799	0.08667856351	226478.6619
1800	0.08665614791	226445.0904
1801	0.08665046754	226403.7648
1802	0.0866202683	226389.7753
1803	0.0865966339	226339.9646
1804	0.08656654822	226306.7552
1805	0.08656101767	226293.1978
1806	0.08654572933	226264.9458
1807	0.08653470146	226216.0353
1808	0.08647758007	226121.6
1809	0.0864649788	226027.5083
1810	0.08644371146	225981.9381
1811	0.08641881947	225959.0305
1812	0.08640839453	225942.4404
1813	0.0863955583	225904.5317
1814	0.08639867309	225895.237
1815	0.08638186485	225880.2021
1816	0.08638034403	225870.0564
1817	0.08638288056	225845.9644
1818	0.08636238194	225819.8131
1819	0.08634696647	225796.6294
1820	0.08631489125	225702.954
1821	0.08630307509	225596.5016
1822	0.08628667973	225565.0137
1823	0.08628261761	225494.7433
1824	0.08628154201	225464.9596
1825	0.08626401334	225446.7009
1826	0.08625937724	225423.8767
1827	0.08625989699	225422.4262
