iter	MAPE	RMSE
139	0.1677833859	495763.4742
140	0.1676083786	494901.2354
141	0.1675531251	493108.0852
142	0.1674641795	492316.602
143	0.167219074	491072.6357
144	0.1666913769	490397.5938
145	0.1665074567	489775.5265
146	0.1664496155	489078.034
147	0.1656354707	487861.7636
148	0.1654679212	487442.7291
149	0.1654242101	485884.4002
150	0.1653009876	485216.7946
151	0.1647256627	484137.8359
152	0.1646421771	482950.7467
153	0.1645854168	482531.4789
154	0.1636636173	481925.8493
155	0.163530758	480741.0502
156	0.1634850783	479716.0058
157	0.1632953245	478715.7113
158	0.1632410903	477966.1287
159	0.1631889269	477627.1992
160	0.1631356337	476955.7165
161	0.1628190568	474908.8187
162	0.1625345275	473532.7968
163	0.1624677493	473060.4745
164	0.1617102814	471802.8092
165	0.1615036591	471228.0682
166	0.1612352929	470580.6176
167	0.1610993386	469617.402
168	0.1609207341	468727.62
169	0.1608565946	468397.6749
170	0.1607669629	467965.9839
171	0.1605840488	466999.6949
172	0.1605021468	466371.7908
173	0.1604374559	465930.4221
174	0.1602224692	465218.6349
175	0.159870647	464570.8763
176	0.1598657657	463628.0695
177	0.1580929702	462888.3832
178	0.1578856159	462274.3495
179	0.1578207636	461702.9726
180	0.1577939592	461436.5408
181	0.1574722532	461019.8837
182	0.1571397811	459414.3955
183	0.157009878	459087.0211
184	0.1567263295	458536.7016
185	0.1565330508	457850.6191
186	0.1564149891	457339.5697
187	0.1560705191	456701.3469
188	0.1560074768	455288.9972
189	0.1559576153	454485.361
190	0.1556459832	453612.2578
191	0.1555958595	453245.7328
192	0.1555578447	452248.1402
193	0.1554467222	451881.0457
194	0.1554125758	451158.397
195	0.1551814162	450639.4412
196	0.1551785802	449791.2741
197	0.1550465349	449233.2674
198	0.1546409848	448911.9728
199	0.1545009633	448050.2735
200	0.1544017405	447007.1748
201	0.1543066601	446110.1219
202	0.1543020033	445343.1396
203	0.154249165	445027.9686
204	0.1540734968	444206.7818
205	0.1540270012	443882.3431
206	0.153689452	443211.8531
207	0.1535655608	442483.1154
208	0.1535419458	441152.7106
209	0.1531385807	440351.9715
210	0.1531112164	440142.2247
211	0.1530897953	439295.0861
212	0.1529714578	437942.5483
213	0.1527479385	437502.6601
214	0.152317642	436687.7896
215	0.1515507641	436092.6872
216	0.1515308694	435480.3817
217	0.1511879594	435017.6962
218	0.1510903071	433865.0906
219	0.1510417659	433618.6727
220	0.1509561206	432955.3251
221	0.1508244876	432403.0742
222	0.1506948164	431954.1071
223	0.1505617762	431338.0984
224	0.1505435625	431146.4077
225	0.1504602214	430746.4981
226	0.1503822	429992.2007
227	0.1499167571	429102.2633
228	0.149811429	428800.7898
229	0.1487372909	428426.9562
230	0.1487098594	427642.2304
231	0.1486390184	427244.7226
232	0.1485529092	426660.1053
233	0.1483939075	426328.3052
234	0.14834766	425815.0076
235	0.1481134611	425522.8285
236	0.1479693423	424836.1609
237	0.1478727537	424050.2883
238	0.1478508162	423889.5689
239	0.147563166	423082.0883
240	0.1475330318	422115.3202
241	0.147423311	421303.4184
242	0.1470856861	420784.9474
243	0.147054393	420075.4896
244	0.1470297738	419817.0803
245	0.1466680634	419177.8769
246	0.146673538	418960.4359
247	0.1465843891	418781.7452
248	0.146568796	417805.6709
249	0.1461399709	417449.7037
250	0.1460565185	417066.8757
251	0.1458454214	416637.2845
252	0.145606523	416274.648
253	0.1455833829	415653.4022
254	0.1453354043	415249.2983
255	0.1451214479	414689.7692
256	0.1450895953	414159.0515
257	0.1449232906	413633.8576
258	0.1445580914	413037.2802
259	0.1445249914	412182.7557
260	0.1442884008	411647.0298
261	0.1442158956	411116.7256
262	0.1441889485	410962.3138
263	0.1441908817	410306.4869
264	0.1438326773	409928.7723
265	0.1432720661	409543.2048
266	0.1428902469	408980.55
267	0.142655818	408724.558
268	0.1426326679	408072.8034
269	0.1424480414	407465.5768
270	0.1423582603	407139.2706
271	0.14239784	406795.7222
272	0.1419375674	406327.2317
273	0.1419380693	405456.7679
274	0.1419290802	405257.5998
275	0.1419469135	404796.8265
276	0.1416098528	404071.4157
277	0.1415028549	403739.5164
278	0.1409254126	403185.7902
279	0.1409230369	403080.2269
280	0.1407570448	402539.5396
281	0.140735702	401955.8853
282	0.1406912485	401184.6359
283	0.1406727187	400676.4151
284	0.1406619148	400442.2986
285	0.1405836544	400179.1056
286	0.1405897178	399437.9074
287	0.14041943	399184.2384
288	0.1403557319	398826.7063
289	0.1403201208	398691.2455
290	0.1401908291	398242.6145
291	0.1401883329	397838.2285
292	0.1399813009	397349.9525
293	0.13996437	397070.8341
294	0.1395654847	396625.2996
295	0.1392115742	396192.7268
296	0.139213005	395838.8122
297	0.1390337651	395568.7471
298	0.1390238362	395450.4693
299	0.1389623608	395173.7972
300	0.1387985403	394752.401
301	0.1387895965	394017.1713
302	0.1385941418	393334.2305
303	0.1384066422	392909.6905
304	0.138346472	392064.3439
305	0.1383307067	391478.745
306	0.1382777636	391033.5015
307	0.1377213141	390696.5136
308	0.137531173	390325.6687
309	0.1374447166	389747.2814
310	0.1369416445	389436.9665
311	0.1368659254	388812.7057
312	0.1367567291	388373.4982
313	0.1367166434	388081.6351
314	0.1366386083	387610.9389
315	0.1365246016	387187.8714
316	0.1363995059	386953.2174
317	0.1362545289	386650.5994
318	0.1361734271	385798.6934
319	0.13610947	385386.3729
320	0.1361230893	385138.0128
321	0.1359690163	385029.1515
322	0.1357784474	384643.2202
323	0.1357269487	384247.141
324	0.13557459	384017.243
325	0.1355515085	383892.335
326	0.1355429411	383706.2759
327	0.1354871218	383347.7417
328	0.1354557956	383016.8274
329	0.1353773514	382382.0272
330	0.135360505	381945.1004
331	0.1349512824	381635.3284
332	0.1349502158	381544.7573
333	0.1348764959	381063.1867
334	0.1347803962	380682.0298
335	0.1347061847	380237.8208
336	0.1345717664	379969.136
337	0.1342706062	379667.0869
338	0.1341589537	379029.977
339	0.1340831645	378803.05
340	0.1340829117	378450.2371
341	0.1339054359	378135.2683
342	0.1337916674	377071.0072
343	0.1337417012	376959.279
344	0.1337209673	376574.799
345	0.1335605772	376278.0803
346	0.1335178505	376088.7314
347	0.1334566204	375754.0947
348	0.1332945573	375522.4039
349	0.1332674481	375381.3784
350	0.1331018068	375262.7857
351	0.1328871709	374942.9628
352	0.1328633999	374835.8164
353	0.1328623729	374755.7352
354	0.132808426	374194.1169
355	0.1326263021	373696.1957
356	0.1325608673	373345.264
357	0.1325469876	372930.9888
358	0.1325224251	372805.6681
359	0.1323300844	372429.9942
360	0.1323198446	372046.2465
361	0.1322915043	371485.0455
362	0.1321915728	371223.1119
363	0.1321427237	371001.2631
364	0.132068152	370738.3785
365	0.1320383768	370479.2978
366	0.1318152968	370295.4788
367	0.1316570723	370051.7268
368	0.1316240684	369800.3789
369	0.1314031079	369573.4046
370	0.1313572248	369169.4715
371	0.1311936476	368613.9064
372	0.1312000046	368482.0502
373	0.1311187767	368248.4826
374	0.1310776042	367711.1132
375	0.1309920454	367372.5616
376	0.1307144342	367140.4844
377	0.1306889615	366321.9636
378	0.1306774111	365941.4948
379	0.1306060047	365587.697
380	0.1304519377	365352.7121
381	0.1304137323	365020.1143
382	0.1302481976	364917.9509
383	0.130240627	364844.9759
384	0.1301724618	364665.4634
385	0.1301654894	364579.5195
386	0.1300399743	364286.2706
387	0.1300400847	364011.8612
388	0.1300150113	363789.4445
389	0.1298943006	363484.3612
390	0.1296215495	363229.135
391	0.1296006535	363022.9216
392	0.1294466752	362859.5635
393	0.1294215632	362365.1945
394	0.1293968679	362194.3585
395	0.1293384706	361908.7083
396	0.1292935098	361167.2468
397	0.1292868827	361102.147
398	0.1291383535	360609.4519
399	0.1290735153	360368.8879
400	0.128952348	360057.9682
401	0.1287772679	359746.3569
402	0.1288108801	358583.5278
403	0.1286189386	358443.7411
404	0.1286118376	358099.2687
405	0.1286199496	358039.0815
406	0.1285128825	357894.9561
407	0.1283485508	357582.4247
408	0.1282702206	357332.9456
409	0.1281404142	357148.9271
410	0.1281065536	357016.5005
411	0.1281160572	356781.1546
412	0.1280656743	356287.642
413	0.1279848506	355995.978
414	0.1279617232	355804.3467
415	0.1277268465	355604.9138
416	0.1276754376	355334.3181
417	0.1275431404	354965.3257
418	0.1273372942	354740.4317
419	0.1273341631	354680.7236
420	0.1273269311	354610.384
421	0.1271679994	354453.4687
422	0.1270326773	354119.517
423	0.1270170303	353936.0751
424	0.1270157389	353731.7096
425	0.126907906	353561.2629
426	0.1268948329	352215.3342
427	0.1268430112	352025.5217
428	0.1267748657	351838.8175
429	0.1267705816	351621.5899
430	0.1265982654	351492.6856
431	0.1262655901	351189.1584
432	0.1262067038	350984.1643
433	0.1260398612	350850.1415
434	0.1260271965	350617.7614
435	0.1259792115	350373.0252
436	0.1258567826	350224.7994
437	0.1257387716	349902.2072
438	0.1257399122	349847.5703
439	0.1256959475	349441.6389
440	0.125658203	348791.8428
441	0.1256640724	348647.8157
442	0.1255352659	348357.2163
443	0.1254879215	348051.333
444	0.1254357431	347792.5878
445	0.1253428493	347579.1366
446	0.1253007734	347511.391
447	0.1252622349	347264.0016
448	0.1252771433	347023.3369
449	0.1252473835	346829.9211
450	0.1252063369	346767.8428
451	0.1250361729	346655.2969
452	0.1250177205	346579.9088
453	0.1250097889	346527.1057
454	0.1249194719	346324.5845
455	0.1248874757	346163.1681
456	0.1247503335	346087.312
457	0.124720245	345858.0731
458	0.1246236807	345777.694
459	0.1245997695	345595.6724
460	0.1245298339	345203.2221
461	0.1242855493	344769.2574
462	0.1241059366	344595.1841
463	0.12399731	344397.5469
464	0.123984288	343653.7657
465	0.1238908666	343524.3974
466	0.1238120417	343410.5811
467	0.1237580244	343091.5508
468	0.1237502776	342197.6074
469	0.1236967918	341916.7577
470	0.123695023	341869.6221
471	0.1236710924	341679.4704
472	0.1235707958	341428.7901
473	0.1235280829	340943.3157
474	0.1235190094	340814.7038
475	0.12350383	340556.0928
476	0.1234710899	340449.1775
477	0.1233804671	340328.8367
478	0.1233179372	340251.7308
479	0.1232884014	340055.6587
480	0.123222728	339921.8335
481	0.1231815087	339672.1155
482	0.1231654373	339620.6572
483	0.1231665288	339279.8271
484	0.1231259282	339142.8427
485	0.1231045295	338591.0212
486	0.1230966875	338256.3731
487	0.1229246179	337988.4893
488	0.122882521	337836.7395
489	0.12276902	337656.3573
490	0.1225229036	337547.7489
491	0.1224916981	337000.0102
492	0.1224716653	336687.0591
493	0.1224147054	336508.4556
494	0.1224245146	336390.4694
495	0.1222863548	336042.714
496	0.1222271611	335877.1367
497	0.1222166789	335802.4041
498	0.122203821	335602.7076
499	0.1221687017	335441.926
500	0.1221277611	335302.1213
501	0.1220851564	335073.2251
502	0.1220757589	335022.9783
503	0.1220701308	334980.1815
504	0.1220338669	334504.5306
505	0.1219447417	334356.613
506	0.1218207851	334180.1714
507	0.1217490103	334011.2664
508	0.1217627556	333764.285
509	0.1217059984	333579.1284
510	0.1214673275	333415.8987
511	0.1214582561	333215.0852
512	0.1214269972	333129.1944
513	0.1214215018	333085.8074
514	0.1213145101	332947.979
515	0.1213454814	332832.6109
516	0.1213171903	332584.7575
517	0.1212943051	332519.3229
518	0.1212254659	332259.7985
519	0.121198415	331785.7182
520	0.1210502584	331582.9012
521	0.1210433834	331273.7859
522	0.1210139356	331021.3755
523	0.121009641	330981.0685
524	0.1210036591	330711.2184
525	0.120959365	330648.2183
526	0.1209429871	330589.4107
527	0.1208900258	330348.6143
528	0.1208682503	330207.5211
529	0.1207609008	329932.8135
530	0.1207581215	329896.8951
531	0.1207493971	329752.9707
532	0.1206605109	329479.0415
533	0.1205779828	329287.5317
534	0.1205536256	329146.0666
535	0.1205454524	328925.7532
536	0.1204792053	328758.192
537	0.120386514	328446.8269
538	0.120348676	328313.2852
539	0.1203312777	328146.0327
540	0.1203281216	328108.9405
541	0.1203292313	328000.0926
542	0.1201686504	327641.765
543	0.1200974128	327482.7572
544	0.1200943694	327292.1844
545	0.1200414357	327206.9176
546	0.1200491102	327159.2635
547	0.120025778	326903.8822
548	0.1200159987	326619.2589
549	0.1200031519	326531.4622
550	0.119982777	326364.8556
551	0.1199456943	326169.8639
552	0.1199373008	326135.801
553	0.1197878497	326008.1254
554	0.1196435004	325922.0694
555	0.1193807491	325760.3602
556	0.1193808776	325730.1129
557	0.1193690638	325570.2442
558	0.1193755191	325543.5975
559	0.1193662565	325352.1299
560	0.1193140338	325240.6782
561	0.1192705695	325113.4252
562	0.1191788057	324868.2659
563	0.1190829619	324718.7846
564	0.1190670877	324626.7665
565	0.1189676642	324436.5162
566	0.1187882354	324075.5616
567	0.1187859825	323959.5322
568	0.1187840533	323782.4087
569	0.1187691962	323662.4518
570	0.1187331145	323211.2854
571	0.1187035618	323142.1692
572	0.1186914948	323105.8202
573	0.1186636875	322979.6868
574	0.1186093803	322859.9911
575	0.1186148269	322438.7725
576	0.1185130148	322311.5594
577	0.1185086183	322279.8215
578	0.1184621938	322090.2899
579	0.1184107161	321967.5957
580	0.1183902393	321837.984
581	0.1183653663	321677.1141
582	0.1182797883	321555.4835
583	0.118177916	321444.2812
584	0.1181414084	321323.7831
585	0.1181247639	321138.7312
586	0.1180209786	321069.6541
587	0.1179810761	320970.9399
588	0.1178688369	320820.422
589	0.1178605834	319776.3324
590	0.117858065	319721.2255
591	0.1178252913	319350.117
592	0.1178041031	319228.0895
593	0.1177470509	319112.321
594	0.1177175643	318956.4539
595	0.1176958635	318856.416
596	0.1175861524	318742.8447
597	0.1175567958	318544.2204
598	0.1175395017	318455.43
599	0.1173796365	318326.6481
600	0.1173758041	318293.2501
601	0.1173850265	318221.3299
602	0.1173048971	318011.0712
603	0.1172927642	317886.0389
604	0.1172861655	317678.6379
605	0.1172429173	317551.1297
606	0.1171842336	317431.299
607	0.1171683919	317399.7698
608	0.1171585963	317301.3327
609	0.1170334449	317062.854
610	0.1169943188	316972.3283
611	0.1169198189	316892.5123
612	0.1168899672	316730.7993
613	0.1168799141	316657.5608
614	0.1168635276	316513.2204
615	0.1168417439	316287.5003
616	0.1167046088	316123.3455
617	0.1166869368	316002.8085
618	0.1166439511	315869.8079
619	0.116504048	315457.0407
620	0.1164974949	315356.5993
621	0.1164679585	315321.7717
622	0.1164669104	315092.2191
623	0.116416039	314898.3633
624	0.1164120333	314629.664
625	0.116241686	314472.6963
626	0.1160387205	314237.2895
627	0.1160284136	313934.7337
628	0.1160279035	313907.6047
629	0.1159430866	313798.2958
630	0.1159401525	313771.031
631	0.1159282796	313578.3597
632	0.115783282	313466.2507
633	0.1157555728	313333.0959
634	0.1156988722	313079.7086
635	0.1156823594	312999.924
636	0.1156684893	312861.5694
637	0.1154838893	312640.416
638	0.1154725075	312509.5402
639	0.1154464997	312356.3166
640	0.1152979895	312254.358
641	0.1152529925	312098.1948
642	0.1151380163	312004.1042
643	0.1150574204	311860.2096
644	0.1150368693	311689.4457
645	0.1150183994	311657.5413
646	0.1149699437	311602.8963
647	0.1149347517	311471.414
648	0.114932019	311446.5881
649	0.1148899441	311314.4729
650	0.1148275423	311163.0832
651	0.1146848883	311095.4014
652	0.1146570508	310938.3676
653	0.1146408192	310793.8862
654	0.1146333468	310738.8638
655	0.1146015317	310527.7188
656	0.1145565199	310362.539
657	0.1145078209	310265.235
658	0.1144673541	310173.2663
659	0.1143488164	309909.0149
660	0.1143393255	308978.9326
661	0.114306621	308708.7119
662	0.1142603322	308662.3211
663	0.1142538257	308637.1122
664	0.1142700222	308466.4915
665	0.114236023	308370.3701
666	0.1142118196	308223.4299
667	0.1141905068	308080.4158
668	0.1141832391	307991.1216
669	0.1140838071	307928.2043
670	0.114063583	307478.4694
671	0.1139658019	307384.8166
672	0.1139258237	307307.4203
673	0.1139104836	307164.8667
674	0.1139097692	307074.073
675	0.113799164	306991.5216
676	0.1137917014	306966.9775
677	0.1137328409	306817.9712
678	0.1136259301	306730.3651
679	0.1136179758	306708.1678
680	0.1136165109	306021.1491
681	0.1134854899	305764.1369
682	0.1134296976	305643.0748
683	0.1134194148	305396.0002
684	0.1133829847	305344.105
685	0.1133641369	304695.3377
686	0.1133543658	304521.1072
687	0.1132116697	304429.3466
688	0.1130912375	304069.0903
689	0.113099046	304043.2387
690	0.113064219	303957.068
691	0.1130254757	303835.3406
692	0.1129971858	303651.3273
693	0.1129781685	303525.9939
694	0.1128843669	303441.4235
695	0.1128374615	303211.1126
696	0.1128156575	303092.3249
697	0.1127794364	303030.7469
698	0.1127718096	302909.4534
699	0.1126658748	302712.1108
700	0.1126485444	302418.3183
701	0.1126486315	302375.6226
702	0.1126284859	302260.0915
703	0.1126080467	302128.6975
704	0.1125947831	302076.456
705	0.1124711669	301987.4696
706	0.1124314079	301950.3981
707	0.1122652784	301640.1317
708	0.1122619659	301461.869
709	0.1122599368	301404.1064
710	0.1122628327	301293.5596
711	0.1122623	301127.7667
712	0.1120871046	301034.1033
713	0.1120852616	301015.1301
714	0.1120180846	300933.7784
715	0.1119854573	300882.1139
716	0.111965984	300709.3295
717	0.111895548	300486.9534
718	0.1118773115	300421.4861
719	0.1118319665	300349.7594
720	0.1118039642	300288.8572
721	0.1117796922	300225.5617
722	0.1116812836	299848.6887
723	0.1116120306	299720.3448
724	0.111608793	299701.1118
725	0.1115998561	299657.9567
726	0.1114860887	299536.7469
727	0.111473223	299291.687
728	0.111453309	299261.9533
729	0.1114194061	299191.7335
730	0.1113994543	298893.7511
731	0.111351767	298791.9485
732	0.1113376391	298590.7321
733	0.1113290698	298505.612
734	0.1113025143	298300.5253
735	0.111324468	298111.1659
736	0.111317279	297930.8151
737	0.1112904027	297843.9155
738	0.1112446734	297761.6746
739	0.1112354829	297744.8734
740	0.1111967957	297655.0394
741	0.1111253629	297624.091
742	0.1111026733	297462.4036
743	0.1110842506	297288.4347
744	0.1110808337	297186.871
745	0.1110353905	297064.7245
746	0.1110215674	296960.0155
747	0.1110161028	296936.7698
748	0.1110014435	296882.1951
749	0.1108700548	296804.6889
750	0.1108445329	296724.7961
751	0.1108328509	296629.9036
752	0.110828497	296615.6257
753	0.1107697683	296526.3249
754	0.1107635599	296333.6201
755	0.1107562927	296159.5722
756	0.1107265701	296025.2768
757	0.1106850889	295833.4997
758	0.1106793147	295576.5712
759	0.1106782757	295399.6572
760	0.1105448968	295278.6794
761	0.1104149908	295185.8803
762	0.110383292	295046.878
763	0.110374077	294948.374
764	0.1103672898	294396.198
765	0.1103252707	294271.1487
766	0.1102116264	294138.3486
767	0.1101982345	294051.4457
768	0.1101923569	293915.2939
769	0.1101784384	293741.1714
770	0.1101769954	293611.6133
771	0.1101364549	293523.2327
772	0.1101156644	293433.769
773	0.1099868705	293379.5481
774	0.1099703301	293035.1042
775	0.1098694755	292959.6178
776	0.1096782642	292880.0993
777	0.1096697905	292862.3676
778	0.1096410131	292780.2838
779	0.1096419833	292684.4415
780	0.1096475922	292615.0412
781	0.1096385328	292504.4842
782	0.1096107027	292477.3355
783	0.1096151876	292417.6856
784	0.1095934566	292338.5777
785	0.1095805827	292251.7362
786	0.1095446824	292133.6934
787	0.1095176284	292103.6516
788	0.109491179	291965.5322
789	0.1094924412	291950.5365
790	0.1094905519	291852.3904
791	0.1094040601	291769.0387
792	0.1093199279	291645.4949
793	0.109321725	291574.7114
794	0.1091980263	291500.803
795	0.1090992683	291482.499
796	0.1089801767	291368.2684
797	0.1088613316	291195.4514
798	0.1088149798	291034.2928
799	0.1088197511	290948.8866
800	0.108771502	290813.9369
801	0.1086530457	290702.466
802	0.1086199536	290633.1145
803	0.1086176416	290562.9724
804	0.1086143331	290436.201
805	0.1085567414	290372.9131
806	0.1085367463	290300.8949
807	0.1085197723	290210.8062
808	0.1084678911	290172.9304
809	0.1083798196	290012.0017
810	0.108324754	289946.0127
811	0.108285977	289895.0025
812	0.1082780083	289780.714
813	0.1082689942	289766.8146
814	0.1082907755	289687.9331
815	0.1082650286	289625.144
816	0.1082600051	289566.1363
817	0.1082640758	289459.7682
818	0.1082101321	289347.5924
819	0.108198119	289081.6112
820	0.1081886191	288784.7734
821	0.1081356781	288660.7314
822	0.1081215834	288553.8674
823	0.1081157797	288462.4549
824	0.1081157	288450.5774
825	0.108080516	288355.6134
826	0.108036667	288291.0343
827	0.1080213107	288221.0279
828	0.1080171219	288168.3908
829	0.1079880084	288022.0337
830	0.1079588349	287952.1789
831	0.1079260596	287842.4166
832	0.1079222285	287770.2122
833	0.1078945719	287618.911
834	0.1078845819	287567.5462
835	0.1078646084	287403.5179
836	0.107757088	287299.4212
837	0.1076323184	287246.3322
838	0.1075995123	287227.7165
839	0.1075940013	287213.1869
840	0.1075965623	287124.849
841	0.1075725772	287024.6802
842	0.1075599719	286940.4776
843	0.107544167	286916.9138
844	0.1074493263	286815.9816
845	0.1073375905	286771.994
846	0.1073127532	286750.6711
847	0.107284983	286594.253
848	0.1072339788	286477.0874
849	0.1072108843	286392.8031
850	0.1071676592	286311.9808
851	0.1070420166	286195.0523
852	0.1070404647	286182.8861
853	0.1070359328	286095.6617
854	0.1070196989	285920.5598
855	0.1070128604	285809.7823
856	0.1069688842	285721.8542
857	0.1069698214	285712.497
858	0.1069569114	285639.5087
859	0.1068802391	285591.1529
860	0.1068326829	285482.3462
861	0.1068274762	284834.0719
862	0.1067729951	284784.8704
863	0.106765032	284732.1953
864	0.1067533549	284540.3807
865	0.1067321278	284424.462
866	0.1067129875	284308.7133
867	0.1067104359	284253.2115
868	0.1066957822	284238.4808
869	0.1066234898	284132.9104
870	0.1066202557	284065.3256
871	0.1065913253	284050.3659
872	0.1065373843	283934.462
873	0.1065326439	283373.9026
874	0.1063754316	283247.2561
875	0.1063291988	283138.4416
876	0.1063129031	283058.7366
877	0.1063031893	282992.3401
878	0.1062010589	282930.7585
879	0.1062045738	282872.9493
880	0.1061945416	282647.0753
881	0.1061600443	282378.371
882	0.1060554674	282317.1781
883	0.1060283032	282232.4594
884	0.1060085712	282142.9295
885	0.1060009377	282039.7639
886	0.10599074	281924.2735
887	0.1059853132	281883.368
888	0.1059467438	281735.186
889	0.1059202077	281673.1836
890	0.105900597	281434.4137
891	0.1058955138	280939.7433
892	0.1058545968	280923.6377
893	0.1058334247	280821.6254
894	0.1058260183	280757.6308
895	0.1057908962	280686.0166
896	0.1057611208	280656.856
897	0.1057435383	280568.1071
898	0.105726679	280452.6021
899	0.1057164529	280397.7754
900	0.1057090728	280230.0918
901	0.1056824221	280101.9846
902	0.1056329161	280067.3498
903	0.1056237991	279966.8737
904	0.1056227288	279955.835
905	0.1056266485	279944.2693
906	0.1056237691	279933.9543
907	0.1055447708	279826.9855
908	0.1055146715	279751.6938
909	0.1055171861	279676.6038
910	0.1055088821	279643.2376
911	0.1054557174	279566.5427
912	0.1054541235	279516.5963
913	0.1054348922	279465.6435
914	0.105385244	279345.3123
915	0.1053110073	279220.196
916	0.1052934815	278783.6277
917	0.1052826677	278773.4534
918	0.1052754119	278756.473
919	0.1052642767	278172.2349
920	0.1051895962	278087.2469
921	0.1050949206	278017.5311
922	0.1050961439	278007.5
923	0.105056315	277868.1091
924	0.1050111707	277727.6292
925	0.1049930944	277500.9963
926	0.1049303782	277439.7681
927	0.1048541405	277391.5091
928	0.1048400672	277251.1063
929	0.1047825792	277180.1692
930	0.1047616483	277115.472
931	0.1046535211	277054.4047
932	0.1046009112	276984.0548
933	0.104568374	276913.5094
934	0.1045469974	276833.6404
935	0.1045321577	276770.2205
936	0.104523215	276748.1838
937	0.1044207482	276620.0096
938	0.1044082338	276591.296
939	0.1043223207	276559.4861
940	0.1042700618	276421.4937
941	0.1042580567	276408.7761
942	0.1042462218	276308.1222
943	0.1042140153	276226.7379
944	0.104160216	275948.7588
