bodyType,brand,color,engineDisplacement,enginePower,fuelType,mileage,modelDate,model_name,numberOfDoors,sell_id,vehicleTransmission,vendor,pts,gear,wheel,gearbox,price
внедорожник 5 дв.,NISSAN,синий,1.6,190,GASOLINE,77055,2011,JUKE,5.0,1102525341,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,730000
хэтчбек 5 дв.,NISSAN,синий,1.8,126,GASOLINE,157000,2008,TIIDA,5.0,1102642850,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,395000
хэтчбек 5 дв.,NISSAN,синий,1.6,110,GASOLINE,187000,2006,NOTE,5.0,1102496859,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,399000
внедорожник 5 дв.,NISSAN,серый,2.0,141,GASOLINE,117597,2010,X_TRAIL,5.0,1102663565,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,910000
внедорожник 5 дв.,NISSAN,серебристый,3.5,249,GASOLINE,165979,2010,MURANO,5.0,1102267078,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,775000
седан,NISSAN,серебристый,1.5,98,GASOLINE,262364,2004,ALMERA,4.0,1102428623,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,163900
внедорожник 5 дв.,NISSAN,серый,2.0,141,GASOLINE,207000,2008,X_TRAIL,5.0,1102658771,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,676000
внедорожник 5 дв.,NISSAN,серебристый,2.0,150,DIESEL,247000,2010,X_TRAIL,5.0,1102409895,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,784900
внедорожник 5 дв.,NISSAN,красный,2.0,144,GASOLINE,12860,2019,QASHQAI,5.0,1102155552,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,1817978
внедорожник 5 дв.,NISSAN,серебристый,2.0,137,GASOLINE,246000,2012,X_TRAIL,5.0,1102642849,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,775000
внедорожник 5 дв.,NISSAN,серый,2.0,140,GASOLINE,226065,2006,X_TRAIL,5.0,1102632911,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,499000
внедорожник 5 дв.,NISSAN,белый,1.6,114,GASOLINE,29402,2017,TERRANO,5.0,1102265761,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,843200
внедорожник 5 дв.,NISSAN,белый,2.0,141,GASOLINE,124000,2012,X_TRAIL,5.0,1102645469,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,960000
внедорожник 5 дв.,NISSAN,серебристый,2.0,135,GASOLINE,99913,2014,TERRANO,5.0,1102425271,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,642000
хэтчбек 5 дв.,NISSAN,белый,1.6,110,GASOLINE,138287,2011,NOTE,5.0,1102658897,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,575000
внедорожник 5 дв.,NISSAN,зелёный,2.0,144,GASOLINE,82000,2017,X_TRAIL,5.0,1102369785,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,1405000
внедорожник 5 дв.,NISSAN,чёрный,1.6,117,GASOLINE,138225,2011,JUKE,5.0,1102020549,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,660000
внедорожник 5 дв.,NISSAN,чёрный,2.0,141,GASOLINE,138456,2010,X_TRAIL,5.0,1101791838,MECHANICAL,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,MT,795000
седан,NISSAN,серый,2.5,210,GASOLINE,265000,2002,CEFIRO,4.0,1102713553,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,RIGHT,AT,150000
внедорожник 5 дв.,INFINITI,серый,3.5,307,GASOLINE,200477,2008,FX,5.0,1102637091,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,999900
внедорожник 5 дв.,INFINITI,коричневый,3.5,307,GASOLINE,209000,2008,FX,5.0,1102348323,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1050000
седан,INFINITI,синий,2.5,222,GASOLINE,194000,2010,G35,4.0,1102711539,AUTOMATIC,JAPANESE,1,REAR_DRIVE,LEFT,AT,930000
внедорожник 5 дв.,INFINITI,чёрный,3.7,333,GASOLINE,122000,2012,FX,5.0,1102711496,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1650000
внедорожник 5 дв.,INFINITI,чёрный,3.7,333,GASOLINE,73000,2012,FX,5.0,1036030092,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1890000
внедорожник 5 дв.,INFINITI,белый,5.6,405,GASOLINE,77450,2011,QX56,5.0,1102547216,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1895000
внедорожник 5 дв.,INFINITI,чёрный,2.5,222,GASOLINE,117000,2011,EX,5.0,1102709189,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1250000
седан,INFINITI,чёрный,2.5,221,GASOLINE,67224,2016,Q70,4.0,1102639616,AUTOMATIC,JAPANESE,1,REAR_DRIVE,LEFT,AT,1950000
внедорожник 5 дв.,INFINITI,оранжевый,4.5,315,GASOLINE,201000,2003,FX,5.0,1102706517,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,660000
внедорожник 5 дв.,INFINITI,коричневый,3.5,265,GASOLINE,83000,2013,JX,5.0,1093753038,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,1250000
внедорожник 5 дв.,INFINITI,белый,3.7,333,GASOLINE,170000,2010,FX,5.0,1102694464,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,900000
седан,INFINITI,чёрный,2.5,222,GASOLINE,137000,2011,G35,4.0,1095064634,AUTOMATIC,JAPANESE,1,REAR_DRIVE,LEFT,AT,870000
внедорожник 5 дв.,INFINITI,серый,3.0,238,DIESEL,150000,2012,FX,5.0,1101957621,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1550000
внедорожник 5 дв.,INFINITI,чёрный,5.0,400,GASOLINE,280000,2008,FX,5.0,1102685749,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,820000
внедорожник 5 дв.,INFINITI,белый,2.0,249,GASOLINE,51000,2018,QX50,5.0,1101736581,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,2680000
внедорожник 5 дв.,INFINITI,чёрный,5.6,320,GASOLINE,200000,2005,QX56,5.0,1102529378,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,550000
внедорожник 5 дв.,INFINITI,белый,5.6,405,GASOLINE,87000,2013,QX56,5.0,1102518727,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2000000
внедорожник 5 дв.,INFINITI,чёрный,3.7,333,GASOLINE,97600,2012,FX,5.0,1102701538,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1650000
внедорожник 5 дв.,INFINITI,чёрный,3.5,302,GASOLINE,122000,2008,EX,5.0,1085936664,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,720000
внедорожник 5 дв.,INFINITI,чёрный,2.5,222,GASOLINE,96000,2012,EX,5.0,1101894250,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1190000
внедорожник 5 дв.,INFINITI,чёрный,3.0,238,DIESEL,60000,2013,QX70,5.0,1102226148,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,1700000
седан,INFINITI,чёрный,2.0,211,GASOLINE,90000,2017,Q50,4.0,1102183087,AUTOMATIC,JAPANESE,1,REAR_DRIVE,LEFT,AT,1770000
внедорожник 5 дв.,INFINITI,чёрный,2.5,231,HYBRID,150000,2014,QX60,5.0,1064358032,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,1550000
внедорожник 5 дв.,INFINITI,белый,3.7,333,GASOLINE,114000,2012,FX,5.0,1101720940,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1300000
седан,INFINITI,чёрный,2.5,221,GASOLINE,92000,2016,Q70,4.0,1102404390,AUTOMATIC,JAPANESE,1,REAR_DRIVE,LEFT,AT,1748000
внедорожник 5 дв.,INFINITI,чёрный,2.5,231,HYBRID,82000,2016,QX60,5.0,1093851210,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,2000000
седан,INFINITI,серый,3.5,260,GASOLINE,197368,2003,G35,4.0,1101253950,MECHANICAL,JAPANESE,0,REAR_DRIVE,LEFT,MT,350000
внедорожник 5 дв.,INFINITI,белый,5.0,400,GASOLINE,54000,2012,FX,5.0,1102584190,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1790000
седан,INFINITI,белый,3.7,333,GASOLINE,105000,2011,M,4.0,1102668030,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1030000
внедорожник 5 дв.,INFINITI,чёрный,5.6,405,GASOLINE,86000,2018,QX80,5.0,1102638584,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,4395000
внедорожник 5 дв.,INFINITI,белый,5.6,405,GASOLINE,185000,2010,QX56,5.0,1095609058,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1490000
внедорожник 5 дв.,INFINITI,золотистый,3.5,280,GASOLINE,177005,2003,FX,5.0,1101737706,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,440000
внедорожник 5 дв.,INFINITI,чёрный,3.0,238,DIESEL,71000,2014,QX70,5.0,1102504673,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2178000
седан,INFINITI,чёрный,2.5,222,GASOLINE,155590,2011,G35,4.0,1101382260,AUTOMATIC,JAPANESE,0,REAR_DRIVE,LEFT,AT,810000
внедорожник 5 дв.,INFINITI,чёрный,5.6,325,GASOLINE,230000,2008,QX56,5.0,1061604456,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,800000
седан,INFINITI,чёрный,2.0,211,GASOLINE,68756,2017,Q50,4.0,1102569903,AUTOMATIC,JAPANESE,0,REAR_DRIVE,LEFT,AT,1600000
внедорожник 5 дв.,INFINITI,чёрный,3.5,307,GASOLINE,160000,2008,FX,5.0,1095665054,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,980000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,DIESEL,131000,2017,GLE_KLASSE,5.0,1102685238,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3287000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,DIESEL,88200,2017,GLS_KLASSE,5.0,1102426944,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,4230000
хэтчбек 5 дв.,MERCEDES,чёрный,1.3,150,GASOLINE,12597,2019,A_KLASSE,5.0,1102690566,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1897000
хэтчбек 5 дв.,MERCEDES,серебристый,1.5,95,GASOLINE,209000,2007,A_KLASSE,5.0,1102681244,VARIATOR,EUROPEAN,1,FORWARD_CONTROL,LEFT,CVT,330000
внедорожник 5 дв.,MERCEDES,белый,5.5,525,GASOLINE,119006,2013,M_KLASSE_AMG,5.0,1102687807,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2517000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,DIESEL,85897,2015,GL_KLASSE,5.0,1102352975,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3050000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,DIESEL,60288,2015,GL_KLASSE,5.0,1102658696,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3069000
седан long,MERCEDES,чёрный,4.0,469,GASOLINE,43700,2018,S_KLASSE,4.0,1102622501,AUTOMATIC,EUROPEAN,0,ALL_WHEEL_DRIVE,LEFT,AT,8000000
внедорожник 5 дв.,MERCEDES,синий,3.0,249,DIESEL,101161,2016,GLE_KLASSE,5.0,1102279606,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2905000
седан,MERCEDES,синий,2.0,55,DIESEL,100000,1971,W115,4.0,1102715133,MECHANICAL,EUROPEAN,1,REAR_DRIVE,LEFT,MT,450000
лифтбек,MERCEDES,белый,4.0,585,GASOLINE,155,2019,AMG_GT,5.0,1102673219,ROBOT,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AMT,10340000
внедорожник 5 дв.,MERCEDES,белый,3.0,231,GASOLINE,135425,2012,GLK_KLASSE,5.0,1102298319,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1100000
седан,MERCEDES,чёрный,2.0,197,GASOLINE,34037,2019,E_KLASSE,4.0,1102116838,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,2714000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,DIESEL,134877,2016,GLS_KLASSE,5.0,1102101229,AUTOMATIC,EUROPEAN,0,ALL_WHEEL_DRIVE,LEFT,AT,3540000
седан,MERCEDES,голубой,2.4,65,DIESEL,202000,1977,W123,4.0,1102715751,MECHANICAL,EUROPEAN,1,REAR_DRIVE,LEFT,MT,90000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,333,GASOLINE,93398,2017,GLE_KLASSE_COUPE,5.0,1102676412,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3997000
хэтчбек 5 дв.,MERCEDES,белый,1.6,122,GASOLINE,73203,2015,A_KLASSE,5.0,1102678045,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1248000
минивэн long,MERCEDES,белый,3.5,272,GASOLINE,191000,2012,R_KLASSE,5.0,1102332474,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1099999
купе-хардтоп,MERCEDES,чёрный,1.8,184,GASOLINE,143187,2012,E_KLASSE,2.0,1102503888,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,1195000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,224,DIESEL,196999,2009,M_KLASSE,5.0,1102156570,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1200000
минивэн long,MERCEDES,чёрный,2.1,163,DIESEL,105000,2013,VIANO,4.0,1101692503,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2200000
хэтчбек 5 дв.,MERCEDES,белый,1.3,136,GASOLINE,8350,2019,B_KLASSE,5.0,1102685163,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,2080000
седан,MERCEDES,серый,3.5,272,GASOLINE,175200,2011,E_KLASSE,4.0,1102172593,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,975000
седан long,MERCEDES,чёрный,3.0,367,GASOLINE,89960,2018,S_KLASSE,4.0,1101154782,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,7000000
седан,MERCEDES,синий,2.0,136,GASOLINE,450000,1991,W124,4.0,1102715889,MECHANICAL,EUROPEAN,0,REAR_DRIVE,LEFT,MT,130000
седан,MERCEDES,чёрный,2.2,150,GASOLINE,250000,1993,C_KLASSE,4.0,1102715867,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,150000
седан,MERCEDES,коричневый,3.0,265,DIESEL,98000,2014,CLS_KLASSE,4.0,1102704945,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1950000
седан,MERCEDES,синий,2.1,204,DIESEL,38111,2015,C_KLASSE,4.0,1102672222,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1987000
хэтчбек 3 дв.,MERCEDES,синий,1.8,143,GASOLINE,211156,2005,C_KLASSE,2.0,1101886515,MECHANICAL,EUROPEAN,1,REAR_DRIVE,LEFT,MT,430000
внедорожник 5 дв.,MERCEDES,коричневый,1.6,156,GASOLINE,97369,2014,GLA_CLASS,5.0,1102673233,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1350000
минивэн l2,MERCEDES,белый,2.1,136,DIESEL,125000,2016,VITO,4.0,1102492424,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2450000
внедорожник 5 дв.,MERCEDES,белый,3.0,390,GASOLINE,57518,2017,GLE_KLASSE_COUPE_AMG,5.0,1101813924,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,4720000
седан,MERCEDES,синий,3.0,231,GASOLINE,168453,2008,E_KLASSE,4.0,1102715065,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,820000
внедорожник 5 дв.,MERCEDES,чёрный,4.0,558,GASOLINE,10,2020,MAYBACH_GLS,5.0,1102477427,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,21500000
купе,MERCEDES,синий,3.0,435,GASOLINE,30275,2018,E_KLASSE_AMG,2.0,1102676404,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,5397000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,DIESEL,130066,2016,GLS_KLASSE,5.0,1102383594,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3690000
внедорожник 5 дв.,MERCEDES,чёрный,5.5,544,GASOLINE,36700,2015,G_KLASSE_AMG,5.0,1102498761,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,5100000
внедорожник 5 дв.,TOYOTA,красный,4.5,249,DIESEL,207672,2015,LAND_CRUISER,5.0,1102387998,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,3770000
седан,TOYOTA,белый,2.5,181,GASOLINE,94649,2017,CAMRY,4.0,1102252230,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1679000
внедорожник 5 дв.,TOYOTA,серый,4.5,235,DIESEL,277624,2008,LAND_CRUISER,5.0,1102463413,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,1919000
минивэн,TOYOTA,чёрный,3.5,275,GASOLINE,131119,2015,ALPHARD,5.0,1102508336,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,3469000
внедорожник 5 дв.,TOYOTA,чёрный,2.0,158,GASOLINE,117221,2010,RAV_4,5.0,1102476813,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,1015000
хэтчбек 5 дв.,TOYOTA,красный,1.6,124,GASOLINE,173950,2008,AURIS,5.0,1102221729,ROBOT,JAPANESE,1,FORWARD_CONTROL,LEFT,AMT,410000
седан,TOYOTA,чёрный,1.6,122,GASOLINE,144080,2016,COROLLA,4.0,1102217576,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,849000
седан,TOYOTA,коричневый,1.6,122,GASOLINE,58600,2017,COROLLA,4.0,1102471731,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,1179000
седан,TOYOTA,белый,2.5,181,GASOLINE,154000,2013,CAMRY,4.0,1102233292,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1199000
внедорожник 5 дв.,TOYOTA,чёрный,4.5,235,DIESEL,92906,2015,LAND_CRUISER,5.0,1102305061,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,3399000
внедорожник 5 дв.,TOYOTA,белый,4.5,249,DIESEL,34290,2017,LAND_CRUISER,5.0,1102470342,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,5285000
седан,TOYOTA,бежевый,3.5,277,GASOLINE,180182,2008,CAMRY,4.0,1102514890,AUTOMATIC,JAPANESE,0,FORWARD_CONTROL,LEFT,AT,619000
внедорожник 5 дв.,TOYOTA,красный,2.0,152,GASOLINE,269404,2008,RAV_4,5.0,1102440822,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,750000
компактвэн,TOYOTA,белый,1.8,147,GASOLINE,91500,2012,VERSO,5.0,1102260739,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,739000
седан,TOYOTA,серебристый,1.6,110,GASOLINE,177739,2005,COROLLA,4.0,1102187874,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,390000
пикап двойная кабина,TOYOTA,серебристый,2.8,177,DIESEL,114000,2015,HILUX,4.0,1102594639,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2147000
седан,TOYOTA,серебристый,1.8,129,GASOLINE,308322,2008,AVENSIS,4.0,1102608764,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,535000
внедорожник 5 дв.,TOYOTA,белый,2.7,163,GASOLINE,53374,2016,LAND_CRUISER_PRADO,5.0,1102525617,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2737000
внедорожник 5 дв.,TOYOTA,чёрный,4.0,249,GASOLINE,430000,2007,LAND_CRUISER_PRADO,5.0,1102577518,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,1030000
седан,TOYOTA,серый,2.5,181,GASOLINE,80779,2017,CAMRY,4.0,1102463414,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1735000
седан,TOYOTA,чёрный,2.5,181,GASOLINE,63148,2018,CAMRY,4.0,1102616432,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1915000
минивэн,TOYOTA,белый,3.5,275,GASOLINE,84805,2016,ALPHARD,5.0,1102479977,AUTOMATIC,JAPANESE,0,FORWARD_CONTROL,LEFT,AT,3387000
седан,TOYOTA,серый,2.5,181,GASOLINE,146641,2015,CAMRY,4.0,1102498263,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1382000
компактвэн,TOYOTA,белый,1.8,147,GASOLINE,146368,2011,VERSO,5.0,1102597250,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,767000
внедорожник 5 дв.,TOYOTA,чёрный,4.6,309,GASOLINE,16053,2018,LAND_CRUISER,5.0,1101274936,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,6248000
седан,TOYOTA,чёрный,2.5,181,GASOLINE,72043,2015,CAMRY,4.0,1102201701,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1399000
внедорожник 5 дв.,TOYOTA,серебристый,4.5,249,DIESEL,7045,2019,LAND_CRUISER,5.0,1102432165,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,6499000
пикап двойная кабина,TOYOTA,белый,2.8,177,DIESEL,160472,2016,HILUX,4.0,1102304963,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1907000
пикап двойная кабина,TOYOTA,белый,2.5,144,DIESEL,54425,2013,HILUX,4.0,1102304252,MECHANICAL,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,MT,1687000
внедорожник 5 дв.,TOYOTA,пурпурный,3.5,273,GASOLINE,186986,2013,HIGHLANDER,5.0,1102593501,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1597000
пикап двойная кабина crewmax,TOYOTA,чёрный,5.7,381,GASOLINE,18277,2014,TUNDRA,4.0,1102712388,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,9999999
внедорожник 5 дв.,TOYOTA,чёрный,3.0,173,DIESEL,157114,2014,LAND_CRUISER_PRADO,5.0,1102506601,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2228000
седан,TOYOTA,чёрный,2.5,181,GASOLINE,66774,2018,CAMRY,4.0,1102523510,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1899000
внедорожник 5 дв.,TOYOTA,зелёный,2.0,150,GASOLINE,198003,2002,RAV_4,5.0,1102538000,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,479000
седан,TOYOTA,чёрный,2.5,181,GASOLINE,66228,2018,CAMRY,4.0,1102541168,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1899000
седан,TOYOTA,чёрный,2.5,181,GASOLINE,53558,2018,CAMRY,4.0,1102541167,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1915000
внедорожник 5 дв.,TOYOTA,чёрный,4.5,235,DIESEL,109000,2015,LAND_CRUISER,5.0,1102607002,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,3799000
внедорожник 5 дв.,LEXUS,чёрный,3.3,211,HYBRID,171000,2006,RX,5.0,1101812545,VARIATOR,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,CVT,1150000
внедорожник 5 дв.,LEXUS,чёрный,5.7,367,GASOLINE,33333,2018,LX,5.0,1102674627,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,7000000
внедорожник 5 дв.,LEXUS,бежевый,4.7,235,GASOLINE,383098,2003,GX,5.0,1100860930,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1333333
внедорожник 5 дв.,LEXUS,серебристый,4.7,263,GASOLINE,135000,2007,GX,5.0,1095453708,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1550000
седан,LEXUS,синий,3.0,228,GASOLINE,300000,1999,GS,4.0,1102260986,AUTOMATIC,JAPANESE,1,REAR_DRIVE,LEFT,AT,510000
седан,LEXUS,серебристый,2.5,208,GASOLINE,243000,2006,IS,4.0,1101490896,AUTOMATIC,JAPANESE,1,REAR_DRIVE,LEFT,AT,900000
внедорожник 5 дв.,LEXUS,чёрный,2.0,238,GASOLINE,15000,2018,RX,5.0,1102414267,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,3950000
седан long,LEXUS,чёрный,4.6,380,GASOLINE,190000,2007,LS,4.0,1102420798,AUTOMATIC,JAPANESE,1,REAR_DRIVE,LEFT,AT,880000
внедорожник 5 дв.,LEXUS,чёрный,4.7,268,GASOLINE,230000,2001,LX,5.0,1101186740,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1300000
внедорожник 5 дв.,LEXUS,красный,2.0,238,GASOLINE,96873,2018,NX,5.0,1102162958,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2950000
внедорожник 5 дв.,LEXUS,чёрный,3.5,276,GASOLINE,169000,2008,RX,5.0,1102671652,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1190000
внедорожник 5 дв.,LEXUS,коричневый,2.7,188,GASOLINE,150000,2012,RX,5.0,1102294347,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1785000
