bodyType,brand,color,engineDisplacement,enginePower,fuelType,mileage,modelDate,model_name,numberOfDoors,sell_id,vehicleTransmission,vendor,pts,gear,wheel,gearbox,price
внедорожник 5 дв.,NISSAN,чёрный,3.0,160,DIESEL,200000,2006,PATROL,5.0,1090960788,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,950000
внедорожник 5 дв.,NISSAN,серый,2.0,141,GASOLINE,148000,2008,QASHQAI,5.0,1097918070,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,550000
внедорожник 5 дв.,NISSAN,чёрный,1.6,117,GASOLINE,103000,2014,JUKE,5.0,1102271002,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,740000
седан,NISSAN,чёрный,2.5,182,GASOLINE,82410,2011,TEANA,4.0,1102639592,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,1170000
внедорожник 5 дв.,NISSAN,чёрный,1.2,115,GASOLINE,7500,2020,QASHQAI,5.0,1102405928,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,1490000
внедорожник 5 дв.,NISSAN,красный,4.2,125,DIESEL,360000,1988,PATROL,5.0,1098129866,MECHANICAL,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,MT,630000
внедорожник 5 дв.,NISSAN,серый,2.0,150,DIESEL,148000,2014,X_TRAIL,5.0,1102612339,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1250000
внедорожник 5 дв.,NISSAN,синий,2.5,171,GASOLINE,69702,2018,X_TRAIL,5.0,1102356039,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,1665000
седан,NISSAN,чёрный,2.5,173,GASOLINE,128000,2015,TEANA,4.0,1102346363,VARIATOR,JAPANESE,0,FORWARD_CONTROL,LEFT,CVT,930000
внедорожник 5 дв.,NISSAN,серебристый,2.5,174,DIESEL,375000,2006,PATHFINDER,5.0,1099912456,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,630000
седан,NISSAN,белый,3.5,249,GASOLINE,103000,2014,TEANA,4.0,1102661525,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,1150000
внедорожник 5 дв.,NISSAN,чёрный,3.0,158,DIESEL,330000,2003,PATROL,5.0,1101347334,MECHANICAL,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,MT,999458
пикап двойная кабина,NISSAN,серебристый,2.5,133,DIESEL,88000,2009,NP300,4.0,1102028719,MECHANICAL,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,MT,780000
седан,NISSAN,чёрный,1.6,102,GASOLINE,175000,2016,ALMERA,4.0,1102549291,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,365000
седан,NISSAN,белый,1.6,102,GASOLINE,290000,2014,ALMERA,4.0,1102446089,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,279000
седан,NISSAN,синий,2.3,173,GASOLINE,414000,2006,TEANA,4.0,1102083727,AUTOMATIC,JAPANESE,0,FORWARD_CONTROL,LEFT,AT,350000
седан,NISSAN,синий,1.6,107,GASOLINE,98595,2012,ALMERA_CLASSIC,4.0,1102601801,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,320000
внедорожник 5 дв.,NISSAN,чёрный,4.0,270,GASOLINE,237000,2005,PATHFINDER,5.0,1102207409,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,550000
внедорожник 5 дв.,NISSAN,серый,2.5,174,DIESEL,218000,2006,PATHFINDER,5.0,1102198985,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,800000
седан,NISSAN,серебристый,1.5,90,GASOLINE,325000,2002,ALMERA,4.0,1102681721,MECHANICAL,JAPANESE,0,FORWARD_CONTROL,LEFT,MT,140000
хэтчбек 5 дв.,NISSAN,серый,1.2,80,GASOLINE,146000,2003,MICRA,5.0,1102405777,AUTOMATIC,JAPANESE,0,FORWARD_CONTROL,LEFT,AT,230000
седан,NISSAN,бежевый,1.6,107,GASOLINE,79000,2007,ALMERA_CLASSIC,4.0,1101646283,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,439000
седан,NISSAN,чёрный,3.5,249,GASOLINE,220000,2011,TEANA,4.0,1101727977,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,755000
хэтчбек 5 дв.,NISSAN,чёрный,1.6,110,GASOLINE,238000,2007,NOTE,5.0,1102445532,AUTOMATIC,JAPANESE,0,FORWARD_CONTROL,LEFT,AT,337000
внедорожник 5 дв.,NISSAN,чёрный,2.0,144,GASOLINE,91000,2016,QASHQAI,5.0,1101978492,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,1290000
внедорожник 5 дв.,NISSAN,белый,2.0,144,GASOLINE,32000,2019,QASHQAI,5.0,1102492170,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,1750000
внедорожник 5 дв.,NISSAN,серебристый,2.0,144,GASOLINE,250000,2015,X_TRAIL,5.0,1102242395,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,980000
внедорожник 5 дв.,NISSAN,серебристый,3.5,249,GASOLINE,17890,2015,MURANO,5.0,1101835994,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,1800000
седан,NISSAN,серебристый,1.6,109,GASOLINE,134300,2006,PRIMERA,4.0,1102508463,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,295000
внедорожник 5 дв.,NISSAN,серебристый,3.0,160,DIESEL,155000,2009,PATROL,5.0,1096588464,MECHANICAL,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,MT,1380000
седан,NISSAN,серебристый,1.8,116,GASOLINE,220000,2003,ALMERA,4.0,1091533644,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,160000
внедорожник 5 дв.,NISSAN,чёрный,2.5,190,DIESEL,143000,2013,PATHFINDER,5.0,1102418435,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1670000
седан,NISSAN,синий,1.6,110,GASOLINE,240000,2007,TIIDA,4.0,1102702498,AUTOMATIC,JAPANESE,0,FORWARD_CONTROL,LEFT,AT,350000
внедорожник 5 дв.,NISSAN,чёрный,2.0,141,GASOLINE,50000,2013,X_TRAIL,5.0,1094359762,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,1300000
седан,MERCEDES,серый,1.3,150,GASOLINE,13933,2019,A_KLASSE,4.0,1102412142,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,2245000
седан,MERCEDES,чёрный,1.8,184,GASOLINE,92239,2010,C_KLASSE,4.0,1102574266,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,897000
седан,MERCEDES,золотистый,2.4,170,GASOLINE,315000,1998,E_KLASSE,4.0,1102712508,AUTOMATIC,EUROPEAN,0,REAR_DRIVE,LEFT,AT,290000
седан,MERCEDES,белый,4.7,455,GASOLINE,88999,2013,S_KLASSE,4.0,1101886820,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3200000
внедорожник 5 дв.,MERCEDES,белый,2.1,170,DIESEL,114625,2013,GLK_KLASSE,5.0,1102583470,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1749000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,DIESEL,80066,2017,GLE_KLASSE,5.0,1102570605,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3380000
купе,MERCEDES,зелёный,2.0,184,GASOLINE,85000,2017,E_KLASSE,2.0,1102272731,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,2895000
внедорожник 5 дв.,MERCEDES,синий,3.5,249,GASOLINE,116000,2015,GLE_KLASSE,5.0,1102423021,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2795000
седан long,MERCEDES,чёрный,5.5,388,GASOLINE,244800,2008,S_KLASSE,4.0,1102582448,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,980000
седан long,MERCEDES,чёрный,4.7,455,GASOLINE,119000,2013,S_KLASSE,4.0,1102583176,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2699999
внедорожник 5 дв.,MERCEDES,чёрный,2.1,204,DIESEL,122099,2016,GLC_COUPE,5.0,1102246165,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3200000
внедорожник 5 дв.,MERCEDES,красный,2.1,204,DIESEL,7000,2018,GLC_KLASSE,5.0,1102712441,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3700000
седан,MERCEDES,чёрный,2.0,184,GASOLINE,124639,2017,E_KLASSE,4.0,1102378525,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2350000
внедорожник 5 дв.,MERCEDES,красный,3.0,333,GASOLINE,51300,2016,GLE_KLASSE_COUPE,5.0,1101860788,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3790000
внедорожник 5 дв.,MERCEDES,белый,2.1,170,DIESEL,148357,2014,GLK_KLASSE,5.0,1102325451,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1490000
седан,MERCEDES,чёрный,4.7,455,GASOLINE,104000,2015,S_KLASSE,4.0,1102712279,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3899000
универсал 5 дв.,MERCEDES,чёрный,1.8,143,GASOLINE,300000,2005,C_KLASSE,5.0,1102485949,MECHANICAL,EUROPEAN,1,REAR_DRIVE,LEFT,MT,450000
купе-хардтоп,MERCEDES,коричневый,2.0,184,GASOLINE,68500,2014,E_KLASSE,2.0,1102423538,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,1725000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,DIESEL,43994,2018,GLE_KLASSE_COUPE,5.0,1101897345,AUTOMATIC,EUROPEAN,0,ALL_WHEEL_DRIVE,LEFT,AT,5090000
хэтчбек 5 дв.,MERCEDES,белый,1.6,122,GASOLINE,229974,2013,A_KLASSE,5.0,1102567510,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,809000
седан,MERCEDES,белый,3.0,231,GASOLINE,181361,2010,C_KLASSE,4.0,1102711975,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,985000
внедорожник 5 дв.,MERCEDES,серый,3.5,272,GASOLINE,61350,2008,GLK_KLASSE,5.0,1102485695,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1190000
седан,MERCEDES,серебристый,1.8,184,GASOLINE,156000,2012,E_KLASSE,4.0,1102712464,AUTOMATIC,EUROPEAN,0,REAR_DRIVE,LEFT,AT,1220000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,333,GASOLINE,120715,2017,GLS_KLASSE,5.0,1102282690,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3700000
седан long,MERCEDES,чёрный,3.0,367,GASOLINE,102000,2017,S_KLASSE,4.0,1101762814,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,5000000
седан,MERCEDES,чёрный,4.7,455,GASOLINE,74739,2016,S_KLASSE,4.0,1101649367,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,3775000
внедорожник 5 дв.,MERCEDES,синий,3.0,249,DIESEL,77100,2017,GLS_KLASSE,5.0,1102580899,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,4420000
внедорожник 5 дв.,MERCEDES,чёрный,3.5,272,GASOLINE,173198,2011,M_KLASSE,5.0,1102375944,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1199000
седан,MERCEDES,белый,2.1,204,DIESEL,111176,2013,E_KLASSE,4.0,1102567173,AUTOMATIC,EUROPEAN,0,ALL_WHEEL_DRIVE,LEFT,AT,1496000
хэтчбек 5 дв.,MERCEDES,чёрный,1.6,156,GASOLINE,122000,2015,B_KLASSE,5.0,1102315727,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1050000
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,DIESEL,62500,2016,GLS_KLASSE,5.0,1102496928,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,4490000
седан,MERCEDES,серебристый,4.0,612,GASOLINE,48500,2017,E_KLASSE_AMG,4.0,1102228490,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,5199000
внедорожник 5 дв.,MERCEDES,чёрный,4.7,435,GASOLINE,159584,2015,GL_KLASSE,5.0,1102276138,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2449000
седан,MERCEDES,чёрный,1.6,150,GASOLINE,24165,2015,C_KLASSE,4.0,1102003959,AUTOMATIC,EUROPEAN,1,REAR_DRIVE,LEFT,AT,1679000
хэтчбек 5 дв.,MERCEDES,белый,1.3,136,GASOLINE,42000,2018,B_KLASSE,5.0,1102712296,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1900000
седан,MERCEDES,чёрный,1.3,150,GASOLINE,31000,2019,A_KLASSE,4.0,1102597703,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,2320000
универсал 5 дв.,TOYOTA,серебристый,1.6,110,GASOLINE,103000,2004,COROLLA,5.0,1102361427,MECHANICAL,JAPANESE,0,FORWARD_CONTROL,LEFT,MT,480000
седан,TOYOTA,чёрный,2.5,181,GASOLINE,233925,2012,CAMRY,4.0,1102425123,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,915000
седан,TOYOTA,белый,1.6,122,GASOLINE,190000,2014,COROLLA,4.0,1102597975,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,755000
универсал 5 дв.,TOYOTA,белый,1.8,99,HYBRID,94000,2015,PRIUSPLUS,5.0,1099461304,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1600000
седан,TOYOTA,серебристый,1.6,124,GASOLINE,117000,2008,COROLLA,4.0,1102630605,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,560000
внедорожник 5 дв.,TOYOTA,серебристый,3.5,273,GASOLINE,125000,2011,HIGHLANDER,5.0,1094981578,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1750000
седан,TOYOTA,жёлтый,2.0,150,GASOLINE,106000,2019,CAMRY,4.0,1102669600,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1550000
внедорожник 5 дв.,TOYOTA,белый,2.4,167,GASOLINE,156834,2005,RAV_4,5.0,1101549096,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,570000
внедорожник 5 дв.,TOYOTA,серый,2.0,158,GASOLINE,96000,2011,RAV_4,5.0,1102188617,VARIATOR,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,CVT,950000
минивэн,TOYOTA,чёрный,3.5,300,GASOLINE,7300,2019,ALPHARD,5.0,1102193593,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,5490000
внедорожник 5 дв.,TOYOTA,чёрный,4.7,288,GASOLINE,121000,2008,LAND_CRUISER,5.0,1101959984,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1900000
внедорожник 5 дв.,TOYOTA,коричневый,2.7,185,GASOLINE,187000,2013,VENZA,5.0,1102236226,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1700000
внедорожник 5 дв.,TOYOTA,белый,2.5,180,GASOLINE,38100,2016,RAV_4,5.0,1102588032,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1950000
внедорожник 5 дв.,TOYOTA,синий,3.0,223,GASOLINE,283680,2002,HIGHLANDER,5.0,1100188384,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,680000
пикап двойная кабина,TOYOTA,чёрный,2.8,177,DIESEL,12000,2017,HILUX,4.0,1097892992,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,4000000
универсал 5 дв.,TOYOTA,чёрный,2.0,152,GASOLINE,150000,2009,AVENSIS,5.0,1082070766,VARIATOR,JAPANESE,0,FORWARD_CONTROL,LEFT,CVT,950000
компактвэн,TOYOTA,белый,2.0,116,DIESEL,255000,2003,AVENSIS_VERSO,5.0,1101667562,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,415000
седан,TOYOTA,серый,2.5,181,GASOLINE,134131,2015,CAMRY,4.0,1102341122,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,1190000
хэтчбек 3 дв.,TOYOTA,чёрный,1.8,143,GASOLINE,197000,2001,CELICA,3.0,1098681658,AUTOMATIC,JAPANESE,1,FORWARD_CONTROL,LEFT,AT,320000
внедорожник 5 дв.,TOYOTA,чёрный,2.0,150,GASOLINE,218000,2004,RAV_4,5.0,1102661933,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,600000
внедорожник 5 дв.,TOYOTA,чёрный,4.5,235,DIESEL,230000,2011,LAND_CRUISER,5.0,1102602336,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2200000
компактвэн,TOYOTA,бежевый,2.0,85,DIESEL,150000,1990,TOWN_ACE,4.0,1092741030,MECHANICAL,JAPANESE,0,ALL_WHEEL_DRIVE,RIGHT,MT,355000
внедорожник 5 дв.,TOYOTA,чёрный,4.5,249,DIESEL,55000,2018,LAND_CRUISER,5.0,1102131755,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,5750000
внедорожник 5 дв.,TOYOTA,чёрный,4.5,235,DIESEL,225000,2011,LAND_CRUISER,5.0,1101978373,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2250000
внедорожник 5 дв.,TOYOTA,чёрный,4.0,249,GASOLINE,45866,2019,LAND_CRUISER_PRADO,5.0,1101990165,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,3899000
внедорожник 3 дв.,TOYOTA,красный,3.4,98,DIESEL,180000,1987,LAND_CRUISER,3.0,1095564994,MECHANICAL,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,MT,600000
родстер,TOYOTA,оранжевый,1.8,140,GASOLINE,92000,2000,MR2,2.0,1089216630,MECHANICAL,JAPANESE,1,REAR_DRIVE,RIGHT,MT,777777
внедорожник 5 дв.,TOYOTA,чёрный,3.0,173,DIESEL,216000,2014,LAND_CRUISER_PRADO,5.0,1102588151,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,2250000
купе,TOYOTA,белый,1.6,125,GASOLINE,66600,1986,COROLLA,2.0,1099565726,MECHANICAL,JAPANESE,0,REAR_DRIVE,LEFT,MT,400000
пикап двойная кабина double cab,TOYOTA,синий,4.7,276,GASOLINE,170000,2007,TUNDRA,4.0,1073116752,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1900000
внедорожник 5 дв.,TOYOTA,зелёный,4.5,205,GASOLINE,380000,1996,LAND_CRUISER,5.0,1093591708,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,725000
внедорожник 5 дв.,TOYOTA,серебристый,2.0,148,GASOLINE,129661,2011,RAV_4,5.0,1102024544,MECHANICAL,JAPANESE,1,FORWARD_CONTROL,LEFT,MT,895000
внедорожник 5 дв.,TOYOTA,серебристый,4.2,204,DIESEL,365000,2001,LAND_CRUISER,5.0,1095033180,AUTOMATIC,JAPANESE,0,ALL_WHEEL_DRIVE,LEFT,AT,900000
внедорожник 5 дв. long,TOYOTA,чёрный,2.4,170,GASOLINE,230000,2011,RAV_4,5.0,1102637441,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,1100000
внедорожник 5 дв.,TOYOTA,голубой,2.0,149,GASOLINE,1625,2019,RAV_4,5.0,1102001508,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,2190000
седан,TOYOTA,чёрный,2.5,154,HYBRID,120000,2012,CAMRY,4.0,1102421498,VARIATOR,JAPANESE,1,FORWARD_CONTROL,LEFT,CVT,1350000
внедорожник 5 дв.,TOYOTA,чёрный,4.7,288,GASOLINE,15990,2011,LAND_CRUISER,5.0,1101419299,AUTOMATIC,JAPANESE,1,ALL_WHEEL_DRIVE,LEFT,AT,4200000
внедорожник 5 дв.,VOLKSWAGEN,чёрный,2.0,170,GASOLINE,76000,2015,TIGUAN,5.0,1102661702,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1475000
хэтчбек 3 дв.,VOLKSWAGEN,синий,3.2,250,GASOLINE,181000,2008,GOLF_R32,3.0,1101229030,MECHANICAL,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,MT,750000
минивэн,VOLKSWAGEN,чёрный,2.5,131,DIESEL,250000,2008,MULTIVAN,5.0,1077941363,MECHANICAL,EUROPEAN,1,FORWARD_CONTROL,LEFT,MT,850000
внедорожник 5 дв.,VOLKSWAGEN,белый,2.0,220,GASOLINE,8000,2020,TIGUAN,5.0,1102152045,ROBOT,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AMT,2850000
седан,VOLKSWAGEN,серебристый,1.6,105,GASOLINE,154150,2013,JETTA,4.0,1102705166,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,795000
хэтчбек 5 дв.,VOLKSWAGEN,белый,2.0,220,GASOLINE,90000,2014,GOLF_GTI,5.0,1102116268,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1550000
хэтчбек 3 дв.,VOLKSWAGEN,серебристый,1.8,150,GASOLINE,260000,2002,BEETLE,3.0,1102608816,MECHANICAL,EUROPEAN,0,FORWARD_CONTROL,LEFT,MT,350000
хэтчбек 3 дв.,VOLKSWAGEN,серебристый,3.2,241,GASOLINE,88000,2002,GOLF_R32,3.0,1102599944,MECHANICAL,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,MT,1100000
хэтчбек 5 дв.,VOLKSWAGEN,красный,2.0,220,GASOLINE,80000,2013,GOLF_GTI,5.0,1101816940,ROBOT,EUROPEAN,0,FORWARD_CONTROL,LEFT,AMT,1400000
седан,VOLKSWAGEN,чёрный,2.0,200,GASOLINE,114250,2010,PASSAT_CC,4.0,1101957429,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,565000
внедорожник 5 дв.,VOLKSWAGEN,серый,3.6,249,GASOLINE,83000,2015,TOUAREG,5.0,1102255654,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2290000
фургон,VOLKSWAGEN,синий,2.1,95,GASOLINE,344500,1983,TRANSPORTER,3.0,1098307302,MECHANICAL,EUROPEAN,0,ALL_WHEEL_DRIVE,LEFT,MT,1650000
внедорожник 5 дв.,VOLKSWAGEN,чёрный,3.0,245,DIESEL,113401,2013,TOUAREG,5.0,1093473874,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,1820000
седан,VOLKSWAGEN,чёрный,1.8,152,GASOLINE,111000,2014,PASSAT_CC,4.0,1102600056,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,870000
хэтчбек 3 дв.,VOLKSWAGEN,золотистый,1.4,122,GASOLINE,57000,2013,SCIROCCO,3.0,1101810087,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1100000
внедорожник 5 дв.,VOLKSWAGEN,белый,3.0,245,DIESEL,103000,2013,TOUAREG,5.0,1102552987,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2080000
внедорожник 5 дв.,VOLKSWAGEN,белый,3.0,245,DIESEL,60000,2015,TOUAREG,5.0,1102623002,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2700000
хэтчбек 5 дв.,VOLKSWAGEN,серебристый,1.4,85,GASOLINE,99000,2011,POLO,5.0,1102631424,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,299999
минивэн,VOLKSWAGEN,чёрный,2.0,180,DIESEL,193500,2011,MULTIVAN,4.0,1102305541,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1599999
седан,VOLKSWAGEN,серый,1.4,122,GASOLINE,123400,2013,JETTA,4.0,1102497632,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,615000
седан,VOLKSWAGEN,жёлтый,1.6,105,GASOLINE,105215,2013,JETTA,4.0,1102505957,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,790000
минивэн,VOLKSWAGEN,чёрный,2.0,180,DIESEL,172000,2010,MULTIVAN,4.0,1102357991,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,1510000
внедорожник 5 дв.,VOLKSWAGEN,чёрный,4.2,310,GASOLINE,184000,2005,TOUAREG,5.0,1045553504,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,700000
седан,VOLKSWAGEN,белый,2.0,190,GASOLINE,20080,2020,PASSAT,4.0,1102192957,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,2129000
хэтчбек 3 дв.,VOLKSWAGEN,белый,1.4,160,GASOLINE,136000,2009,SCIROCCO,3.0,1102460294,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,560000
минивэн,VOLKSWAGEN,чёрный,2.0,140,DIESEL,21000,2019,MULTIVAN,4.0,1102619332,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,3750000
пикап двойная кабина,VOLKSWAGEN,чёрный,2.0,180,DIESEL,16700,2016,AMAROK,4.0,1102632275,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,2700000
хэтчбек 3 дв.,VOLKSWAGEN,белый,1.4,122,GASOLINE,160000,2012,GOLF,3.0,1102101520,ROBOT,EUROPEAN,0,FORWARD_CONTROL,LEFT,AMT,600000
внедорожник 5 дв.,VOLKSWAGEN,красный,2.0,180,GASOLINE,33844,2017,TIGUAN,5.0,1102508454,ROBOT,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AMT,2070000
седан,VOLKSWAGEN,белый,1.6,105,GASOLINE,99999,2013,JETTA,4.0,1101873792,AUTOMATIC,EUROPEAN,1,FORWARD_CONTROL,LEFT,AT,470000
минивэн,VOLKSWAGEN,белый,2.0,140,DIESEL,49232,2017,CARAVELLE,4.0,1102163030,ROBOT,EUROPEAN,1,FORWARD_CONTROL,LEFT,AMT,2599000
внедорожник 5 дв.,VOLKSWAGEN,голубой,2.0,170,GASOLINE,95000,2011,TIGUAN,5.0,1102193756,AUTOMATIC,EUROPEAN,1,ALL_WHEEL_DRIVE,LEFT,AT,830000
